date,pcod_from,pcod_to,travellers,abnormality,travellers_diffwithref,travellers_pctchangewithref
2020-02-01,HT0115-01,HT0112-01,720,0.12,1,0.09
2020-02-01,HT0115-01,HT0113-09,150,-0.13,-0.25,-0.18
2020-02-01,HT0115-01,HT0113-10,400,0.1,0.46,0.09
2020-02-01,HT0115-01,HT0113-11,240,0.34,1,0.36
2020-02-01,HT0115-01,HT0114-01,120,0.51,0.74,0.54
2020-02-01,HT0115-01,HT0114-03,360,0,0,0
2020-02-01,HT0115-01,HT0114-05,390,0.14,0.67,0.18
2020-02-01,HT0115-01,HT0117-01,400,0.21,1.06,0.27
2020-02-01,HT0115-01,HT0117-02,80,-0.67,-0.71,-0.81
2020-02-01,HT0115-01,HT0118-03,190,0.1,0.21,0.09
2020-02-01,HT0115-01,HT0118-04,110,0.22,0.32,0.27
2020-02-01,HT0115-01,HT0121-01,60,0.84,0.66,0.48
2020-02-01,HT0115-01,HT0122-11,70,0.17,0.14,0.09
2020-02-01,HT0115-01,HT0131-02,230,-0.1,-0.25,-0.09
2020-02-01,HT0115-01,HT0131-03,110,0.67,0.82,0.72
2020-02-01,HT0115-01,HT0141-03,60,-0.51,-0.39,-0.3
2020-02-01,HT0115-01,HT0142-01,70,0.67,0.59,0.39
2020-02-01,HT0115-01,HT0211-01,60,-0.22,-0.18,-0.15
2020-02-01,HT0115-01,HT0311-02,70,-0.22,-0.2,-0.19
2020-02-01,HT0115-01,HT0511-01,60,0,0,0
2020-02-01,HT0115-02,HT0111-01,170,0.79,1.51,0.81
2020-02-01,HT0115-02,HT0111-03,100,0.67,0.79,0.72
2020-02-01,HT0115-02,HT0112-01,90,1.35,1.6,1.72
2020-02-01,HT0115-02,HT0113-10,60,0.22,0.23,0.36
2020-02-01,HT0115-02,HT0117-01,60,0.45,0.42,0.63
2020-02-01,HT0115-03,HT0111-01,560,0.17,1.08,0.18
2020-02-01,HT0115-03,HT0111-02,70,-0.22,-0.16,-0.18
2020-02-01,HT0115-03,HT0111-03,210,-0.1,-0.2,-0.09
2020-02-01,HT0115-03,HT0112-01,440,0.24,1.2,0.27
2020-02-01,HT0115-03,HT0113-09,60,-0.67,-0.76,-1.17
2020-02-01,HT0115-03,HT0113-10,160,0.67,1.14,0.63
2020-02-01,HT0115-03,HT0113-11,100,0.84,1.25,1.17
2020-02-01,HT0115-03,HT0114-01,60,0.22,0.25,0.36
2020-02-01,HT0115-03,HT0114-03,150,0.13,0.22,0.09
2020-02-01,HT0115-03,HT0114-05,250,0.08,0.22,0.09
2020-02-01,HT0115-03,HT0117-01,190,0,0,0
2020-02-01,HT0115-03,HT0118-03,120,0.13,0.21,0.18
2020-02-01,HT0115-03,HT0118-04,70,-0.9,-1.27,-1.63
2020-02-01,HT0115-03,HT0131-02,130,0.17,0.25,0.18
2020-02-01,HT0115-03,HT0131-03,60,0.45,0.41,0.63
2020-02-01,HT0115-05,HT0111-01,100,-0.17,-0.22,-0.18
2020-02-01,HT0115-05,HT0112-01,90,0.51,0.6,0.63
2020-02-01,HT0115-05,HT0114-05,110,0.67,0.89,0.81
2020-02-01,HT0116-02,HT0111-01,380,-0.62,-2.59,-0.63
2020-02-01,HT0116-02,HT0111-03,220,-0.3,-0.79,-0.36
2020-02-01,HT0116-02,HT0112-01,240,-0.17,-0.4,-0.18
2020-02-01,HT0116-02,HT0113-09,70,0.45,0.5,0.63
2020-02-01,HT0116-02,HT0113-10,270,0,0,0
2020-02-01,HT0116-02,HT0113-11,270,0.08,0.25,0.09
2020-02-01,HT0116-02,HT0114-03,90,-1.01,-1.3,-1.26
2020-02-01,HT0116-02,HT0114-05,140,-0.27,-0.44,-0.27
2020-02-01,HT0116-02,HT0117-01,160,0.11,0.21,0.09
2020-02-01,HT0116-02,HT0118-03,70,-1.35,-1.28,-1.63
2020-02-01,HT0116-02,HT0121-01,70,-0.4,-0.4,-0.22
2020-02-01,HT0116-02,HT0122-11,60,0.51,0.42,0.3
2020-02-01,HT0116-02,HT0131-02,90,-0.34,-0.51,-0.45
2020-02-01,HT0116-02,HT0141-03,80,-0.27,-0.26,-0.13
2020-02-01,HT0116-02,HT0142-01,60,0,0,0
2020-02-01,HT0116-02,HT0211-01,70,0.22,0.18,0.15
2020-02-01,HT0116-02,HT0511-01,60,0.34,0.22,0.15
2020-02-01,HT0116-03,HT0111-01,230,1.01,2.59,0.99
2020-02-01,HT0116-03,HT0111-03,130,0.81,1.18,0.81
2020-02-01,HT0116-03,HT0112-01,150,0.79,1.4,0.81
2020-02-01,HT0116-03,HT0113-10,150,1.21,2.05,1.26
2020-02-01,HT0116-03,HT0113-11,140,0.51,0.75,0.54
2020-02-01,HT0116-03,HT0114-03,60,1.12,1.08,1.72
2020-02-01,HT0116-03,HT0114-05,90,1.52,2,1.99
2020-02-01,HT0116-03,HT0117-01,100,1.52,1.91,1.72
2020-02-01,HT0116-03,HT0121-01,70,1.21,1.19,0.78
2020-02-01,HT0116-03,HT0131-02,60,0.45,0.51,0.72
2020-02-01,HT0116-03,HT0141-03,60,1.57,0.92,0.69
2020-02-01,HT0117-01,HT0111-01,13650,1.01,136.14,0.9
2020-02-01,HT0117-01,HT0111-02,1340,0.95,13.19,0.9
2020-02-01,HT0117-01,HT0111-03,4330,1,43.33,0.9
2020-02-01,HT0117-01,HT0112-01,5860,0.98,57.65,0.9
2020-02-01,HT0117-01,HT0113-02,80,1.35,1.96,2.35
2020-02-01,HT0117-01,HT0113-04,70,1.35,1.76,2.53
2020-02-01,HT0117-01,HT0113-07,70,1.35,1.16,1.44
2020-02-01,HT0117-01,HT0113-09,1020,1,10.07,0.9
2020-02-01,HT0117-01,HT0113-10,2670,0.97,25.94,0.9
2020-02-01,HT0117-01,HT0113-11,1480,0.96,14.3,0.9
2020-02-01,HT0117-01,HT0114-01,520,0.92,4.7,0.81
2020-02-01,HT0117-01,HT0114-03,2170,0.96,20.97,0.9
2020-02-01,HT0117-01,HT0114-04,150,1.24,1.95,1.17
2020-02-01,HT0117-01,HT0114-05,2220,0.99,21.76,0.9
2020-02-01,HT0117-01,HT0115-01,240,1.11,2.81,0.52
2020-02-01,HT0117-01,HT0115-03,120,0.9,1.1,0.39
2020-02-01,HT0117-01,HT0116-02,120,0.67,0.93,0.35
2020-02-01,HT0117-01,HT0117-02,880,1,9.46,0.99
2020-02-01,HT0117-01,HT0118-03,1400,1,13.89,0.9
2020-02-01,HT0117-01,HT0118-04,650,1.01,6.65,0.9
2020-02-01,HT0117-01,HT0121-01,340,0.94,3.31,0.43
2020-02-01,HT0117-01,HT0121-02,150,1.18,1.82,0.56
2020-02-01,HT0117-01,HT0122-11,370,1.01,3.74,0.43
2020-02-01,HT0117-01,HT0123-01,140,0.48,0.73,0.22
2020-02-01,HT0117-01,HT0123-07,110,0.54,0.61,0.26
2020-02-01,HT0117-01,HT0131-01,440,0.96,4.29,0.9
2020-02-01,HT0117-01,HT0131-02,1460,1.05,15.03,0.9
2020-02-01,HT0117-01,HT0131-03,580,1.06,6.14,0.99
2020-02-01,HT0117-01,HT0131-05,80,0.81,0.7,0.39
2020-02-01,HT0117-01,HT0131-09,70,0.22,0.34,0.22
2020-02-01,HT0117-01,HT0131-10,60,1.12,1.09,0.74
2020-02-01,HT0117-01,HT0132-01,100,1.08,1.41,0.61
2020-02-01,HT0117-01,HT0132-04,160,1.06,1.84,0.52
2020-02-01,HT0117-01,HT0133-03,80,1.69,1.77,0.91
2020-02-01,HT0117-01,HT0133-05,70,0.45,0.36,0.22
2020-02-01,HT0117-01,HT0135-01,100,0.34,0.36,0.17
2020-02-01,HT0117-01,HT0141-03,350,0.82,3.01,0.39
2020-02-01,HT0117-01,HT0142-01,510,1.01,5.31,0.43
2020-02-01,HT0117-01,HT0151-02,510,0.9,7.43,0.65
2020-02-01,HT0117-01,HT0211-01,280,0.74,2.11,0.4
2020-02-01,HT0117-01,HT0211-03,70,1.18,0.85,0.65
2020-02-01,HT0117-01,HT0211-06,170,0.67,1.21,0.35
2020-02-01,HT0117-01,HT0211-11,80,0.34,0.39,0.25
2020-02-01,HT0117-01,HT0212-01,110,1.08,1.33,0.6
2020-02-01,HT0117-01,HT0212-03,100,0.58,0.62,0.3
2020-02-01,HT0117-01,HT0212-04,90,0.94,0.74,0.4
2020-02-01,HT0117-01,HT0212-05,80,0.67,0.7,0.45
2020-02-01,HT0117-01,HT0213-01,60,1.57,1.28,1.01
2020-02-01,HT0117-01,HT0213-02,90,0.4,0.35,0.2
2020-02-01,HT0117-01,HT0231-05,60,0.67,0.51,0.45
2020-02-01,HT0117-01,HT0233-01,60,1.57,1.49,1.16
2020-02-01,HT0117-01,HT0311-01,70,-0.22,-0.24,-0.26
2020-02-01,HT0117-01,HT0311-02,440,0.93,4.38,0.65
2020-02-01,HT0117-01,HT0311-03,280,0.81,2.44,0.58
2020-02-01,HT0117-01,HT0312-01,60,1.12,1.41,1.55
2020-02-01,HT0117-01,HT0312-02,60,-0.45,-0.53,-0.65
2020-02-01,HT0117-01,HT0313-01,60,1.8,1.29,1.55
2020-02-01,HT0117-01,HT0313-03,100,0.17,0.26,0.19
2020-02-01,HT0117-01,HT0321-02,90,0.9,0.94,0.65
2020-02-01,HT0117-01,HT0322-02,70,0.9,0.99,0.91
2020-02-01,HT0117-01,HT0323-02,60,0.67,0.48,0.58
2020-02-01,HT0117-01,HT0331-06,90,0.34,0.43,0.32
2020-02-01,HT0117-01,HT0341-04,160,0.81,1.34,0.58
2020-02-01,HT0117-01,HT0342-04,80,0,0,0
2020-02-01,HT0117-01,HT0344-01,120,1.35,1.96,1.1
2020-02-01,HT0117-01,HT0344-02,60,1.57,1.26,1.49
2020-02-01,HT0117-01,HT0351-07,60,0.9,0.95,1.04
2020-02-01,HT0117-01,HT0352-02,80,1.57,1.58,1.36
2020-02-01,HT0117-01,HT0361-04,80,-0.22,-0.23,-0.19
2020-02-01,HT0117-01,HT0361-05,230,0.9,2.3,0.65
2020-02-01,HT0117-01,HT0362-02,70,0.67,0.76,0.65
2020-02-01,HT0117-01,HT0371-07,100,0.67,0.86,0.58
2020-02-01,HT0117-01,HT0372-01,70,0.67,0.69,0.65
2020-02-01,HT0117-01,HT0421-01,100,1.35,1.65,0.52
2020-02-01,HT0117-01,HT0431-03,60,1.35,0.94,0.52
2020-02-01,HT0117-01,HT0511-01,360,0.88,3.29,0.33
2020-02-01,HT0117-01,HT0511-02,160,0.74,1.27,0.29
2020-02-01,HT0117-01,HT0513-01,60,0.9,0.87,0.51
2020-02-01,HT0117-01,HT0521-03,80,0.56,0.58,0.26
2020-02-01,HT0117-01,HT0523-02,100,0.67,0.76,0.26
2020-02-01,HT0117-01,HT0531-02,100,0.94,0.92,0.33
2020-02-01,HT0117-01,HT0531-05,100,0.45,0.5,0.18
2020-02-01,HT0117-01,HT0531-06,180,0.67,1.28,0.26
2020-02-01,HT0117-01,HT0532-01,90,0.94,0.86,0.37
2020-02-01,HT0117-01,HT0532-02,70,1.21,1.16,0.62
2020-02-01,HT0117-01,HT0532-04,100,1.21,1.15,0.44
2020-02-01,HT0117-01,HT0532-05,70,0.67,0.47,0.26
2020-02-01,HT0117-01,HT0533-01,90,1.12,1.22,0.47
2020-02-01,HT0117-01,HT0541-01,60,1.35,1.06,0.66
2020-02-01,HT0117-01,HT0541-02,60,0.9,0.52,0.33
2020-02-01,HT0117-01,HT0541-03,150,0.88,1.42,0.37
2020-02-01,HT0117-01,HT0541-04,60,0.67,0.52,0.33
2020-02-01,HT0117-01,HT0542-01,90,0.45,0.52,0.22
2020-02-01,HT0117-01,HT0542-03,180,0.86,1.54,0.33
2020-02-01,HT0117-01,HT0542-04,100,0.27,0.27,0.11
2020-02-01,HT0117-01,HT0542-06,60,1.21,0.75,0.47
2020-02-01,HT0117-01,HT0544-01,70,1.52,1.18,0.62
2020-02-01,HT0117-01,HT0551-01,80,0.94,0.86,0.44
2020-02-01,HT0117-01,HT0551-03,70,1.52,1.1,0.62
2020-02-01,HT0117-01,HT0551-08,70,0.67,0.58,0.29
2020-02-01,HT0117-01,HT0611-01,110,1.45,1.51,0.43
2020-02-01,HT0117-01,HT0612-01,80,1.21,0.96,0.37
2020-02-01,HT0117-01,HT0621-01,70,0.67,0.52,0.21
2020-02-01,HT0117-01,HT0621-04,140,0.67,1.06,0.21
2020-02-01,HT0117-01,HT0623-02,60,1.01,0.64,0.34
2020-02-01,HT0117-01,HT0632-01,60,0.17,0.13,0.06
2020-02-01,HT0117-01,HT0711-01,110,0.9,1.08,0.63
2020-02-01,HT0117-01,HT0711-04,60,-0.22,-0.26,-0.25
2020-02-01,HT0117-01,HT0911-03,90,1.06,0.95,0.27
2020-02-01,HT0117-01,HT1011-01,120,0.67,0.88,0.38
2020-02-01,HT0117-02,HT0111-01,1820,-0.31,-6.26,-0.27
2020-02-01,HT0117-02,HT0111-02,170,-0.25,-0.48,-0.27
2020-02-01,HT0117-02,HT0111-03,530,-0.34,-1.97,-0.36
2020-02-01,HT0117-02,HT0112-01,1890,-0.29,-6.38,-0.27
2020-02-01,HT0117-02,HT0113-09,140,0.34,0.5,0.36
2020-02-01,HT0117-02,HT0113-10,370,-0.34,-1.37,-0.36
2020-02-01,HT0117-02,HT0113-11,220,-0.77,-2.01,-0.81
2020-02-01,HT0117-02,HT0114-01,100,-0.51,-0.74,-0.72
2020-02-01,HT0117-02,HT0114-03,340,-0.37,-1.3,-0.36
2020-02-01,HT0117-02,HT0114-05,490,-0.24,-1.33,-0.27
2020-02-01,HT0117-02,HT0117-01,780,-0.43,-3.81,-0.45
2020-02-01,HT0117-02,HT0118-03,390,-0.43,-1.92,-0.45
2020-02-01,HT0117-02,HT0118-04,150,0.34,0.63,0.36
2020-02-01,HT0117-02,HT0121-01,60,0.34,0.26,0.22
2020-02-01,HT0117-02,HT0122-11,60,-0.84,-0.69,-0.48
2020-02-01,HT0117-02,HT0131-01,150,0.27,0.5,0.27
2020-02-01,HT0117-02,HT0131-02,320,-0.07,-0.25,-0.09
2020-02-01,HT0117-02,HT0131-03,120,-0.13,-0.2,-0.18
2020-02-01,HT0117-02,HT0141-03,60,0.51,0.39,0.3
2020-02-01,HT0117-02,HT0142-01,80,-0.27,-0.24,-0.13
2020-02-01,HT0117-02,HT0311-02,80,0.51,0.6,0.52
2020-02-01,HT0117-02,HT0511-01,60,0.34,0.22,0.15
2020-02-01,HT0118-03,HT0111-01,3460,-0.13,-4.75,-0.09
2020-02-01,HT0118-03,HT0111-02,360,-0.25,-0.95,-0.27
2020-02-01,HT0118-03,HT0111-03,1200,-0.2,-2.56,-0.18
2020-02-01,HT0118-03,HT0112-01,4550,-0.17,-7.78,-0.18
2020-02-01,HT0118-03,HT0113-09,320,-0.08,-0.25,-0.09
2020-02-01,HT0118-03,HT0113-10,910,-0.19,-1.82,-0.18
2020-02-01,HT0118-03,HT0113-11,560,-0.31,-1.76,-0.27
2020-02-01,HT0118-03,HT0114-01,240,-0.19,-0.5,-0.18
2020-02-01,HT0118-03,HT0114-03,750,-0.22,-1.73,-0.18
2020-02-01,HT0118-03,HT0114-04,130,-0.13,-0.18,-0.09
2020-02-01,HT0118-03,HT0114-05,2060,-0.18,-4,-0.18
2020-02-01,HT0118-03,HT0115-01,110,0.11,0.12,0.04
2020-02-01,HT0118-03,HT0115-03,70,-0.67,-0.55,-0.3
2020-02-01,HT0118-03,HT0117-01,1370,-0.07,-1.06,-0.09
2020-02-01,HT0118-03,HT0117-02,430,-0.21,-0.95,-0.18
2020-02-01,HT0118-03,HT0118-04,640,-0.34,-2.22,-0.27
2020-02-01,HT0118-03,HT0121-01,150,0.17,0.26,0.09
2020-02-01,HT0118-03,HT0121-02,70,-0.34,-0.26,-0.17
2020-02-01,HT0118-03,HT0122-11,170,0,0,0
2020-02-01,HT0118-03,HT0123-01,70,-0.17,-0.15,-0.09
2020-02-01,HT0118-03,HT0131-01,230,0.11,0.25,0.09
2020-02-01,HT0118-03,HT0131-02,1300,-0.17,-2.29,-0.18
2020-02-01,HT0118-03,HT0131-03,440,-0.31,-1.43,-0.27
2020-02-01,HT0118-03,HT0131-05,60,0.67,0.47,0.35
2020-02-01,HT0118-03,HT0132-01,60,1.12,0.88,0.61
2020-02-01,HT0118-03,HT0132-04,110,-0.4,-0.5,-0.17
2020-02-01,HT0118-03,HT0141-03,150,-0.25,-0.39,-0.13
2020-02-01,HT0118-03,HT0142-01,190,0.12,0.24,0.04
2020-02-01,HT0118-03,HT0151-02,260,0.22,1.86,0.3
2020-02-01,HT0118-03,HT0211-01,120,0.13,0.18,0.05
2020-02-01,HT0118-03,HT0211-06,80,-0.67,-0.52,-0.35
2020-02-01,HT0118-03,HT0212-03,60,0.17,0.1,0.1
2020-02-01,HT0118-03,HT0311-02,220,-0.42,-1,-0.26
2020-02-01,HT0118-03,HT0311-03,150,-0.56,-1.02,-0.45
2020-02-01,HT0118-03,HT0313-03,60,-0.22,-0.26,-0.32
2020-02-01,HT0118-03,HT0341-04,90,-0.67,-0.67,-0.52
2020-02-01,HT0118-03,HT0344-01,70,-0.67,-0.73,-0.71
2020-02-01,HT0118-03,HT0361-05,110,0.51,0.58,0.32
2020-02-01,HT0118-03,HT0511-01,170,-0.31,-0.55,-0.11
2020-02-01,HT0118-03,HT0511-02,70,0.13,0.12,0.07
2020-02-01,HT0118-03,HT0531-06,80,0.27,0.23,0.11
2020-02-01,HT0118-03,HT0541-03,70,0.27,0.22,0.11
2020-02-01,HT0118-03,HT0542-03,80,-0.4,-0.33,-0.15
2020-02-01,HT0118-03,HT0611-01,60,-0.13,-0.1,-0.06
2020-02-01,HT0118-03,HT0621-04,90,-0.29,-0.26,-0.09
2020-02-01,HT0118-03,HT1011-01,60,0.22,0.18,0.16
2020-02-01,HT0118-04,HT0111-01,1070,-1.42,-16.83,-1.44
2020-02-01,HT0118-04,HT0111-02,120,-1.46,-2.07,-1.53
2020-02-01,HT0118-04,HT0111-03,410,-1.52,-7.09,-1.53
2020-02-01,HT0118-04,HT0112-01,1040,-1.38,-16.36,-1.35
2020-02-01,HT0118-04,HT0113-09,120,-0.34,-0.5,-0.36
2020-02-01,HT0118-04,HT0113-10,330,-1.47,-5.46,-1.44
2020-02-01,HT0118-04,HT0113-11,210,-0.96,-2.51,-1.08
2020-02-01,HT0118-04,HT0114-01,80,0,0,0
2020-02-01,HT0118-04,HT0114-03,250,-1.26,-3.24,-1.17
2020-02-01,HT0118-04,HT0114-04,80,-0.67,-0.71,-0.81
2020-02-01,HT0118-04,HT0114-05,1940,-1.42,-29.98,-1.35
2020-02-01,HT0118-04,HT0117-01,420,-1.57,-7.42,-1.53
2020-02-01,HT0118-04,HT0117-02,110,-1.52,-2.13,-1.72
2020-02-01,HT0118-04,HT0118-03,430,-1.35,-6.41,-1.35
2020-02-01,HT0118-04,HT0121-01,60,-1.69,-1.32,-0.91
2020-02-01,HT0118-04,HT0122-11,70,-2.19,-1.8,-1.04
2020-02-01,HT0118-04,HT0131-01,60,-0.67,-0.76,-1.08
2020-02-01,HT0118-04,HT0131-02,880,-1.45,-14.27,-1.44
2020-02-01,HT0118-04,HT0131-03,290,-1.75,-5.32,-1.63
2020-02-01,HT0118-04,HT0132-04,60,-1.12,-0.84,-0.61
2020-02-01,HT0118-04,HT0141-03,60,-1.01,-0.79,-0.56
2020-02-01,HT0118-04,HT0142-01,70,-1.01,-0.71,-0.43
2020-02-01,HT0118-04,HT0311-02,100,-1.18,-1.39,-0.91
2020-02-01,HT0118-04,HT0311-03,60,0,0,0
2020-02-01,HT0118-04,HT0511-01,70,-1.48,-1.21,-0.62
2020-02-01,HT0121-01,HT0111-01,1260,-0.89,-13.59,-0.99
2020-02-01,HT0121-01,HT0111-02,160,-1.1,-2.07,-1.17
2020-02-01,HT0121-01,HT0111-03,670,-1.06,-8.67,-1.17
2020-02-01,HT0121-01,HT0112-01,820,-0.93,-9.37,-0.99
2020-02-01,HT0121-01,HT0113-09,210,-0.87,-2.27,-0.99
2020-02-01,HT0121-01,HT0113-10,730,-0.82,-7.51,-0.9
2020-02-01,HT0121-01,HT0113-11,600,-0.89,-6.27,-0.9
2020-02-01,HT0121-01,HT0114-01,90,-0.17,-0.25,-0.27
2020-02-01,HT0121-01,HT0114-03,300,-0.86,-3.03,-0.9
2020-02-01,HT0121-01,HT0114-05,520,-0.78,-4.89,-0.81
2020-02-01,HT0121-01,HT0115-01,60,-0.67,-0.49,-0.39
2020-02-01,HT0121-01,HT0116-02,90,-0.54,-0.62,-0.3
2020-02-01,HT0121-01,HT0117-01,530,-0.98,-6.15,-0.99
2020-02-01,HT0121-01,HT0117-02,100,-1.18,-1.66,-1.44
2020-02-01,HT0121-01,HT0118-03,250,-0.74,-2.35,-0.81
2020-02-01,HT0121-01,HT0118-04,150,-1.01,-1.9,-1.08
2020-02-01,HT0121-01,HT0121-02,330,-0.96,-3.9,-0.52
2020-02-01,HT0121-01,HT0121-03,90,-0.4,-0.48,-0.22
2020-02-01,HT0121-01,HT0121-04,140,-0.73,-1.34,-0.43
2020-02-01,HT0121-01,HT0121-05,100,-0.9,-1.68,-0.74
2020-02-01,HT0121-01,HT0122-01,60,-1.12,-0.86,-0.65
2020-02-01,HT0121-01,HT0122-11,440,-0.93,-4.99,-0.48
2020-02-01,HT0121-01,HT0123-01,210,-1.04,-2.48,-0.52
2020-02-01,HT0121-01,HT0123-07,210,-1.23,-3.03,-0.61
2020-02-01,HT0121-01,HT0131-01,60,-1.12,-1.26,-1.99
2020-02-01,HT0121-01,HT0131-02,350,-1.04,-4.33,-1.08
2020-02-01,HT0121-01,HT0131-03,160,-0.45,-0.82,-0.45
2020-02-01,HT0121-01,HT0141-03,300,-1.03,-3.8,-0.52
2020-02-01,HT0121-01,HT0142-01,170,-0.73,-1.53,-0.39
2020-02-01,HT0121-01,HT0151-02,550,-0.22,-1.86,-0.13
2020-02-01,HT0121-01,HT0211-01,200,-1.08,-2.82,-0.7
2020-02-01,HT0121-01,HT0211-06,180,-0.67,-1.39,-0.4
2020-02-01,HT0121-01,HT0211-08,70,0,0,0
2020-02-01,HT0121-01,HT0211-11,120,-0.67,-0.97,-0.4
2020-02-01,HT0121-01,HT0214-03,90,-0.84,-0.95,-0.5
2020-02-01,HT0121-01,HT0311-02,220,-1.2,-3.19,-0.97
2020-02-01,HT0121-01,HT0311-03,140,-1.01,-1.83,-0.84
2020-02-01,HT0121-01,HT0341-04,70,0.22,0.22,0.19
2020-02-01,HT0121-01,HT0344-01,60,0.22,0.24,0.26
2020-02-01,HT0121-01,HT0361-05,140,-0.56,-0.96,-0.45
2020-02-01,HT0121-01,HT0371-07,70,0.45,0.43,0.45
2020-02-01,HT0121-01,HT0511-01,300,-0.94,-3.51,-0.4
2020-02-01,HT0121-01,HT0511-02,140,-0.88,-1.5,-0.4
2020-02-01,HT0121-01,HT0521-03,70,-1.08,-0.93,-0.47
2020-02-01,HT0121-01,HT0523-02,90,-0.58,-0.76,-0.29
2020-02-01,HT0121-01,HT0531-02,120,-1.45,-1.98,-0.58
2020-02-01,HT0121-01,HT0531-05,100,-1.06,-1.38,-0.47
2020-02-01,HT0121-01,HT0531-06,200,-0.77,-1.86,-0.33
2020-02-01,HT0121-01,HT0532-01,70,-0.67,-0.61,-0.29
2020-02-01,HT0121-01,HT0541-03,100,-0.67,-0.76,-0.29
2020-02-01,HT0121-01,HT0542-01,70,-0.94,-0.9,-0.47
2020-02-01,HT0121-01,HT0542-03,90,-0.79,-0.77,-0.29
2020-02-01,HT0121-01,HT0544-01,60,-1.69,-1.31,-0.73
2020-02-01,HT0121-01,HT0711-01,90,-1.35,-1.62,-1.2
2020-02-01,HT0121-01,HT0911-03,70,-0.87,-0.78,-0.27
2020-02-01,HT0121-01,HT1011-01,120,-0.67,-0.88,-0.43
2020-02-01,HT0121-02,HT0111-01,560,0.64,4.32,0.72
2020-02-01,HT0121-02,HT0111-02,70,-0.17,-0.16,-0.18
2020-02-01,HT0121-02,HT0111-03,300,0.84,2.95,0.9
2020-02-01,HT0121-02,HT0112-01,360,0.96,3.99,0.99
2020-02-01,HT0121-02,HT0113-09,100,-0.45,-0.5,-0.45
2020-02-01,HT0121-02,HT0113-10,330,0.43,1.59,0.45
2020-02-01,HT0121-02,HT0113-11,280,0.6,2.01,0.63
2020-02-01,HT0121-02,HT0114-03,130,0.27,0.43,0.27
2020-02-01,HT0121-02,HT0114-05,220,0.67,1.78,0.72
2020-02-01,HT0121-02,HT0117-01,240,0.45,1.27,0.45
2020-02-01,HT0121-02,HT0118-03,110,0,0,0
2020-02-01,HT0121-02,HT0118-04,70,0.22,0.32,0.45
2020-02-01,HT0121-02,HT0121-01,340,0.81,3.18,0.39
2020-02-01,HT0121-02,HT0121-03,80,-0.17,-0.16,-0.09
2020-02-01,HT0121-02,HT0122-11,160,0.52,0.97,0.26
2020-02-01,HT0121-02,HT0123-01,70,0.67,0.58,0.35
2020-02-01,HT0121-02,HT0123-07,60,1.12,0.76,0.52
2020-02-01,HT0121-02,HT0131-02,150,0.67,1.27,0.72
2020-02-01,HT0121-02,HT0131-03,70,1.57,1.43,1.81
2020-02-01,HT0121-02,HT0141-03,150,0.52,0.92,0.26
2020-02-01,HT0121-02,HT0142-01,80,0.81,0.71,0.39
2020-02-01,HT0121-02,HT0151-02,220,0.45,3.71,0.74
2020-02-01,HT0121-02,HT0211-01,90,0.67,0.7,0.4
2020-02-01,HT0121-02,HT0211-06,80,0.51,0.52,0.3
2020-02-01,HT0121-02,HT0311-02,90,0.84,1,0.71
2020-02-01,HT0121-02,HT0311-03,60,1.12,1.02,1.1
2020-02-01,HT0121-02,HT0361-05,60,1.35,1.15,1.29
2020-02-01,HT0121-02,HT0511-01,130,0.67,0.99,0.29
2020-02-01,HT0121-02,HT0511-02,60,0.84,0.58,0.37
2020-02-01,HT0121-02,HT0531-06,80,0.67,0.7,0.33
2020-02-01,HT0121-03,HT0111-01,140,-1.21,-1.94,-1.17
2020-02-01,HT0121-03,HT0111-03,80,-1.01,-1.18,-1.35
2020-02-01,HT0121-03,HT0112-01,100,0,0,0
2020-02-01,HT0121-03,HT0113-10,90,0.45,0.46,0.45
2020-02-01,HT0121-03,HT0113-11,80,-1.57,-1.76,-2.08
2020-02-01,HT0121-03,HT0114-05,60,-0.67,-0.67,-0.99
2020-02-01,HT0121-03,HT0117-01,60,-0.9,-0.85,-1.17
2020-02-01,HT0121-03,HT0121-01,80,-0.67,-0.66,-0.39
2020-02-01,HT0121-03,HT0121-02,60,-0.67,-0.52,-0.35
2020-02-01,HT0121-04,HT0111-01,210,-0.08,-0.22,-0.09
2020-02-01,HT0121-04,HT0111-03,110,-0.94,-1.38,-1.08
2020-02-01,HT0121-04,HT0112-01,130,-0.79,-1.4,-0.9
2020-02-01,HT0121-04,HT0113-10,120,-0.51,-0.68,-0.54
2020-02-01,HT0121-04,HT0113-11,100,-1.01,-1.5,-1.35
2020-02-01,HT0121-04,HT0114-05,90,-1.12,-1.11,-1.17
2020-02-01,HT0121-04,HT0117-01,90,0,0,0
2020-02-01,HT0121-04,HT0121-01,180,-0.25,-0.53,-0.13
2020-02-01,HT0121-04,HT0122-11,70,-0.84,-0.69,-0.39
2020-02-01,HT0121-04,HT0131-02,60,-0.67,-0.76,-1.17
2020-02-01,HT0122-01,HT0111-01,150,-0.81,-1.29,-0.81
2020-02-01,HT0122-01,HT0111-03,80,-1.12,-0.98,-1.17
2020-02-01,HT0122-01,HT0112-01,100,-0.51,-0.6,-0.54
2020-02-01,HT0122-01,HT0113-10,80,-1.12,-1.14,-1.26
2020-02-01,HT0122-01,HT0113-11,60,-0.45,-0.5,-0.72
2020-02-01,HT0122-01,HT0114-05,70,0.45,0.44,0.63
2020-02-01,HT0122-01,HT0117-01,60,0,0,0
