month,pcod,residents,residents_perKm2,arrived,departed,delta_arrived,residents_diffwithref,abnormality,residents_pctchangewithref
2020-02-01,HT0733-04,7090,150,970,970,0,0,0,0
2020-02-01,HT0733-05,1920,60,220,220,0,0,0,0
2020-02-01,HT0741-01,6040,230,850,850,0,0,0,0
2020-02-01,HT0741-02,10060,390,1340,1340,0,0,0,0
2020-02-01,HT0741-03,3400,190,420,420,0,0,0,0
2020-02-01,HT0742-01,11450,520,1720,1720,0,0,0,0
2020-02-01,HT0742-02,5700,160,870,870,0,0,0,0
2020-02-01,HT0743-02,1750,230,250,250,0,0,,0
2020-02-01,HT0743-03,3120,220,430,430,0,0,,0
2020-02-01,HT0751-01,8920,170,1310,1310,0,0,0,0
2020-02-01,HT0751-02,5460,120,690,690,0,0,0,0
2020-02-01,HT0751-03,8800,460,1210,1210,0,0,,0
2020-02-01,HT0752-01,4990,220,660,660,0,0,0,0
2020-02-01,HT0752-02,3310,70,430,430,0,0,,0
2020-02-01,HT0752-03,19350,380,2420,2420,0,0,,0
2020-02-01,HT0753-01,10600,350,1470,1470,0,0,0,0
2020-02-01,HT0753-02,2250,60,300,300,0,0,,0
2020-02-01,HT0753-03,5390,110,650,650,0,0,,0
2020-02-01,HT0753-04,3460,120,490,490,0,0,0,0
2020-02-01,HT0811-01,7170,220,740,740,0,0,0,0
2020-02-01,HT0811-02,13620,250,980,980,0,0,0,0
2020-02-01,HT0811-03,21930,170,2070,2070,0,0,0,0
2020-02-01,HT0811-04,10090,340,730,730,0,0,0,0
2020-02-01,HT0811-05,12750,320,1030,1070,-40,60,2.08,0.46
2020-02-01,HT0811-06,14200,320,1060,1060,0,0,,0
2020-02-01,HT0811-07,7730,270,700,680,20,-40,-1.79,-0.48
2020-02-01,HT0811-08,24010,930,2180,2180,0,-10,-0.5,-0.03
2020-02-01,HT0811-09,23780,710,2120,2170,-50,-70,-1.1,-0.27
2020-02-01,HT0812-01,8210,450,860,860,0,0,0,0
2020-02-01,HT0812-02,11340,400,840,840,0,0,0,0
2020-02-01,HT0812-04,9850,350,1020,1020,0,0,,0
2020-02-01,HT0813-01,8890,260,660,660,0,0,0,0
2020-02-01,HT0814-01,14140,640,1130,1130,0,0,0,0
2020-02-01,HT0814-02,6320,60,490,490,0,0,,0
2020-02-01,HT0814-03,10470,220,820,820,0,0,0,0
2020-02-01,HT0815-01,12740,450,1120,1120,0,0,0,0
2020-02-01,HT0815-02,12820,280,1020,1020,0,0,0,0
2020-02-01,HT0821-01,14710,1120,1110,1110,0,0,0,0
2020-02-01,HT0821-02,7640,190,670,670,0,0,,0
2020-02-01,HT0821-03,7690,300,740,740,0,0,0,0
2020-02-01,HT0822-01,5690,240,400,400,0,0,0,0
2020-02-01,HT0822-03,13500,790,1060,1060,0,0,0,0
2020-02-01,HT0822-04,5530,260,470,470,0,0,,0
2020-02-01,HT0823-01,12380,180,1070,1070,0,0,0,0
2020-02-01,HT0823-02,5990,160,590,590,0,0,0,0
2020-02-01,HT0823-03,4000,190,240,240,0,0,,0
2020-02-01,HT0831-01,10360,210,870,870,0,0,0,0
2020-02-01,HT0831-03,2260,110,160,160,0,0,0,0
2020-02-01,HT0832-01,7250,150,650,650,0,0,0,0
2020-02-01,HT0832-02,12030,130,1210,1210,0,-50,-3.49,-0.42
2020-02-01,HT0832-03,7900,260,710,710,0,0,0,0
2020-02-01,HT0832-04,7730,200,510,510,0,-50,-7.19,-0.67
2020-02-01,HT0833-01,18670,200,1550,1550,0,0,0,0
2020-02-01,HT0834-01,5880,160,470,470,0,0,0,0
2020-02-01,HT0834-02,20480,550,1660,1660,0,0,0,0
2020-02-01,HT0834-03,4590,230,430,430,0,0,0,0
2020-02-01,HT0834-04,10510,130,1020,1020,0,0,,0
2020-02-01,HT0834-05,5290,80,430,430,0,0,,0
2020-02-01,HT0834-06,2780,60,190,190,0,0,,0
2020-02-01,HT0911-01,61240,3750,6180,6100,80,290,3.18,0.47
2020-02-01,HT0911-02,10170,510,600,590,0,40,0.96,0.4
2020-02-01,HT0911-03,103870,4850,7570,7560,10,60,0.35,0.06
2020-02-01,HT0911-04,29020,280,1720,1720,10,-20,-0.67,-0.08
2020-02-01,HT0911-05,16060,130,880,880,0,0,0,0
2020-02-01,HT0911-06,11230,160,820,810,10,-30,-0.57,-0.26
2020-02-01,HT0912-01,20380,320,1140,1130,0,,,
2020-02-01,HT0912-02,22070,190,1500,1520,-20,-20,-0.5,-0.08
2020-02-01,HT0913-01,12070,210,740,730,10,80,8.33,0.7
2020-02-01,HT0913-02,13140,140,820,800,20,-30,-1.6,-0.26
2020-02-01,HT0913-03,51830,810,3360,3420,-50,-290,-1.76,-0.56
2020-02-01,HT0914-01,18600,700,940,950,-10,10,0.59,0.04
2020-02-01,HT0914-02,14080,510,770,770,0,-20,-1.82,-0.15
2020-02-01,HT0921-01,11950,880,710,670,40,80,1.35,0.66
2020-02-01,HT0921-02,42810,3260,3150,3150,0,-40,-0.4,-0.1
2020-02-01,HT0921-03,26850,1080,2010,2080,-70,-130,-2.17,-0.49
2020-02-01,HT0921-04,18260,870,1440,1490,-50,-80,-4.99,-0.42
2020-02-01,HT0921-05,15820,770,960,960,0,0,0.63,0.01
2020-02-01,HT0921-06,7700,370,340,320,20,60,3.84,0.79
2020-02-01,HT0922-02,6430,260,370,370,0,,,
2020-02-01,HT0922-03,14030,730,720,720,0,10,0.59,0.04
2020-02-01,HT0931-01,16920,100,1030,1040,0,0,-3.03,-0.02
2020-02-01,HT0931-02,18510,610,1050,1050,0,-10,-0.04,-0.08
2020-02-01,HT0932-01,1570,30,100,100,0,0,0,0
2020-02-01,HT0932-02,5280,120,250,250,0,0,,0
2020-02-01,HT0932-03,17310,480,770,760,10,,,
2020-02-01,HT0932-04,5820,90,300,300,0,0,,0
2020-02-01,HT0933-01,14840,170,870,870,0,0,-1.77,-0.02
2020-02-01,HT0933-02,15090,220,920,920,0,0,-0.48,0
2020-02-01,HT0934-01,31090,230,2220,2250,-30,40,0.76,0.14
2020-02-01,HT0934-02,26820,260,1630,1620,0,,,
2020-02-01,HT0934-03,32090,320,2280,2260,20,60,0.69,0.17
2020-02-01,HT0934-04,13620,430,610,610,0,0,-0.47,-0.01
2020-02-01,HT0934-05,25270,820,1330,1290,40,-30,-0.91,-0.14
2020-02-01,HT0934-06,19120,590,1050,1030,10,-40,-1.7,-0.21
2020-02-01,HT0934-07,18450,390,890,890,0,0,,0
2020-02-01,HT1011-01,64540,1270,7540,7660,-110,-900,-2.54,-1.38
2020-02-01,HT1011-02,6920,140,870,870,0,0,0,0
2020-02-01,HT1011-03,10990,240,1220,1210,10,0,0.06,0.01
2020-02-01,HT1011-04,11510,520,1280,1270,0,,,
2020-02-01,HT1012-01,9270,530,1020,1020,0,0,,0
2020-02-01,HT1012-02,6050,300,640,640,0,0,0,0
2020-02-01,HT1012-03,9340,320,1020,1020,0,0,0,0
2020-02-01,HT1012-04,3120,140,390,390,0,0,,0
2020-02-01,HT1013-01,6840,330,1090,1090,0,20,2.26,0.23
2020-02-01,HT1013-03,2700,110,330,330,0,0,0,0
2020-02-01,HT1013-04,5530,370,590,590,0,0,,0
2020-02-01,HT1014-01,12000,320,1290,1290,0,0,0,0
2020-02-01,HT1014-02,5290,180,500,500,0,0,0,0
2020-02-01,HT1021-01,8070,280,680,680,0,0,0,0
2020-02-01,HT1021-02,18830,450,2240,2240,0,200,1.44,1.09
2020-02-01,HT1021-03,10250,280,1110,1110,0,0,,0
2020-02-01,HT1022-01,8140,140,1150,1150,0,0,0,0
2020-02-01,HT1022-02,13440,230,1570,1570,0,0,0,0
2020-02-01,HT1022-03,8270,210,1160,1160,0,0,0,0
2020-02-01,HT1023-01,8730,350,1080,1080,0,0,0,0
2020-02-01,HT1023-02,9940,180,1420,1420,0,0,,0
2020-02-01,HT1023-03,18170,330,1880,1830,50,-80,-1.57,-0.42
2020-02-01,HT1023-04,4540,220,430,430,0,0,0,0
2020-02-01,HT1024-01,7230,210,1020,1020,0,0,0,0
2020-02-01,HT1024-02,6290,340,760,760,0,0,0,0
2020-02-01,HT1024-03,6610,310,790,790,0,0,0,0
2020-02-01,HT1025-01,19880,840,2120,2120,0,90,1.74,0.44
2020-02-01,HT1025-02,9610,250,1070,1070,0,,,
2020-02-01,HT1025-03,7530,250,900,900,0,0,0,0
2020-02-01,HT1031-01,5650,170,590,590,0,0,0,0
2020-02-01,HT1031-02,8870,240,1120,1120,0,0,0,0
2020-02-01,HT1031-03,9980,310,1190,1190,0,0,0,0
2020-02-01,HT1031-04,5880,230,590,590,0,0,,0
2020-02-01,HT1031-05,9630,170,1040,1040,0,0,0,0
2020-02-01,HT1032-01,1770,60,160,160,0,0,0,0
2020-02-01,HT1032-02,3030,220,420,420,0,0,0,0
2020-03-01,HT0111-01,540640,29430,243470,247470,-4000,-4890,-1.74,-0.9
2020-03-01,HT0111-02,73000,10540,41020,43360,-2350,-400,-0.17,-0.54
2020-03-01,HT0111-03,280880,31350,182630,169990,12640,7490,3.9,2.74
2020-03-01,HT0112-01,365140,14010,194790,194710,90,-10090,-0.82,-2.69
2020-03-01,HT0113-01,480,110,120,120,0,0,,0
2020-03-01,HT0113-02,5080,400,1250,1350,-100,-10,0,-0.17
2020-03-01,HT0113-03,3060,300,710,700,10,-20,-1.03,-0.55
2020-03-01,HT0113-04,4200,240,1080,1070,0,130,0.96,3.29
2020-03-01,HT0113-06,3510,240,340,340,0,0,,0
2020-03-01,HT0113-07,5660,580,2280,2330,-50,-20,-0.29,-0.36
2020-03-01,HT0113-09,75080,12880,31220,30760,460,-3010,-2.6,-3.86
2020-03-01,HT0113-10,241110,19670,96330,97560,-1230,-540,0.43,-0.22
2020-03-01,HT0113-11,173360,8480,69910,71520,-1610,380,0.24,0.22
2020-03-01,HT0113-12,4300,200,400,390,0,-20,-0.66,-0.43
2020-03-01,HT0113-13,2280,410,370,370,0,0,,0
2020-03-01,HT0114-01,37290,3020,21530,21330,200,2140,2.13,6.09
2020-03-01,HT0114-02,1830,40,170,170,0,0,0,0
2020-03-01,HT0114-03,133020,4040,73720,72460,1270,-6290,-0.49,-4.51
2020-03-01,HT0114-04,13840,410,4240,4110,140,-650,-2.69,-4.51
2020-03-01,HT0114-05,250060,7740,140870,139790,1080,6410,2.24,2.63
2020-03-01,HT0115-01,40430,940,7280,7270,10,70,0.76,0.18
2020-03-01,HT0115-02,4910,130,650,650,0,-40,-1.57,-0.74
2020-03-01,HT0115-03,19310,430,2490,2450,40,-390,-4.07,-1.98
2020-03-01,HT0115-04,3170,90,360,360,0,0,0,0
2020-03-01,HT0115-05,5910,140,850,850,0,-30,-1.11,-0.45
2020-03-01,HT0116-01,5450,370,500,500,0,0,0,0
2020-03-01,HT0116-02,31030,890,4920,4810,120,-380,-2.06,-1.21
2020-03-01,HT0116-03,13970,350,1870,1860,20,-100,-3.7,-0.69
2020-03-01,HT0117-01,217450,13340,112060,114120,-2060,-12180,-6.31,-5.3
2020-03-01,HT0117-02,40630,7980,15990,16140,-150,-1400,-1.73,-3.34
2020-03-01,HT0118-03,118130,7510,62720,62250,470,3910,2.62,3.42
2020-03-01,HT0118-04,65700,5160,21750,21940,-190,-680,-0.15,-1.03
2020-03-01,HT0121-01,159830,3950,23900,23860,40,2260,2.31,1.44
2020-03-01,HT0121-02,56970,1400,8590,8650,-60,-160,-0.51,-0.28
2020-03-01,HT0121-03,15710,430,2240,2170,70,340,3.13,2.18
2020-03-01,HT0121-04,16930,620,1960,1970,0,70,1.28,0.39
2020-03-01,HT0121-05,8410,220,860,860,0,0,,0
2020-03-01,HT0121-06,1200,60,120,120,0,0,,0
2020-03-01,HT0121-07,1430,60,150,150,0,0,,0
2020-03-01,HT0121-08,1390,60,120,120,0,0,0,0
2020-03-01,HT0121-09,1110,60,110,110,0,0,,0
2020-03-01,HT0121-10,3130,90,350,350,0,0,,0
2020-03-01,HT0121-11,2490,90,220,220,0,0,0,0
2020-03-01,HT0121-12,1990,80,180,180,0,0,0,0
2020-03-01,HT0121-13,1890,100,220,220,0,0,0,0
2020-03-01,HT0122-01,28950,660,3290,3270,30,,,
2020-03-01,HT0122-02,3420,80,360,360,0,0,0,0
2020-03-01,HT0122-03,1560,50,170,170,0,0,0,0
2020-03-01,HT0122-04,2160,60,170,170,0,0,,0
2020-03-01,HT0122-06,2180,100,220,220,0,0,0,0
2020-03-01,HT0122-07,730,40,90,90,0,0,,0
2020-03-01,HT0122-08,4550,100,440,440,0,0,0,0
2020-03-01,HT0122-09,2220,70,200,200,0,0,,0
2020-03-01,HT0122-10,1220,60,100,100,0,0,0,0
2020-03-01,HT0122-11,239250,6200,38670,38750,-80,500,0,0.21
2020-03-01,HT0122-12,20760,570,2240,2400,-160,-50,-1.13,-0.26
2020-03-01,HT0123-01,75300,1700,12730,12820,-90,-850,-1.5,-1.12
2020-03-01,HT0123-02,9640,160,1200,1200,0,0,-0.24,-0.02
2020-03-01,HT0123-03,3230,190,290,290,0,0,0,0
2020-03-01,HT0123-04,6950,230,670,670,0,0,,0
2020-03-01,HT0123-05,5620,210,530,530,0,0,0,0
2020-03-01,HT0123-06,4640,220,430,430,0,0,,0
2020-03-01,HT0123-07,51510,1130,7730,7730,0,350,0.75,0.68
2020-03-01,HT0131-01,22920,550,10060,10230,-170,1340,2.26,6.23
2020-03-01,HT0131-02,179080,3800,73550,71040,2510,12870,4.85,7.74
2020-03-01,HT0131-03,75890,2910,53060,54090,-1030,2470,1.26,3.36
2020-03-01,HT0131-05,19870,460,3680,3660,30,-190,-5.05,-0.93
2020-03-01,HT0131-06,2280,30,180,180,0,0,0,0
2020-03-01,HT0131-07,3660,30,320,320,0,0,0,0
2020-03-01,HT0131-08,6130,50,770,710,70,-200,-4.26,-3.13
2020-03-01,HT0131-09,10360,190,1230,1220,10,10,1.19,0.14
2020-03-01,HT0131-10,7400,70,850,850,0,-30,-2.61,-0.39
2020-03-01,HT0132-01,30350,220,3650,3490,170,140,1.07,0.47
2020-03-01,HT0132-02,4080,90,350,350,0,0,0,0
2020-03-01,HT0132-04,37210,520,8410,8420,-10,-540,-6.62,-1.44
2020-03-01,HT0133-01,7600,270,570,570,0,0,0,0
2020-03-01,HT0133-02,6650,60,670,670,0,0,0,0
2020-03-01,HT0133-03,35290,200,5000,4880,110,150,7.45,0.41
2020-03-01,HT0133-04,6040,60,570,570,0,0,0,0
2020-03-01,HT0133-05,21010,270,2180,2220,-40,-260,-1.51,-1.25
2020-03-01,HT0134-01,12130,210,1410,1410,0,-110,-1.71,-0.93
2020-03-01,HT0134-02,13430,340,1310,1310,0,0,0,-0.02
2020-03-01,HT0134-03,11670,220,1290,1290,0,-10,-1.89,-0.1
2020-03-01,HT0134-04,10970,340,970,990,-20,-10,-0.26,-0.09
2020-03-01,HT0134-05,7560,170,780,780,0,,,
2020-03-01,HT0135-01,49130,170,4500,4540,-40,100,2.06,0.21
2020-03-01,HT0141-01,1980,280,230,230,0,0,,0
2020-03-01,HT0141-02,7350,80,1050,1050,0,-50,-3.09,-0.61
2020-03-01,HT0141-03,127160,2730,41290,43490,-2200,390,1.23,0.31
2020-03-01,HT0141-04,6630,80,500,500,0,0,0,0
2020-03-01,HT0141-05,7580,80,840,870,-30,-10,-0.21,-0.09
2020-03-01,HT0141-06,6360,70,550,550,0,-20,-0.43,-0.32
2020-03-01,HT0142-01,109990,2720,23670,23650,20,,,
2020-03-01,HT0142-02,2910,190,250,250,0,0,,0
2020-03-01,HT0142-03,4150,110,330,330,0,0,0,0
2020-03-01,HT0142-04,4540,40,510,510,0,0,,0
2020-03-01,HT0151-01,4540,70,450,450,0,0,0,0
2020-03-01,HT0151-02,272770,4050,29250,28470,780,950,0.34,0.35
2020-03-01,HT0151-04,2760,20,230,230,0,0,0,0
2020-03-01,HT0152-01,6020,90,610,610,0,0,0,0
2020-03-01,HT0152-02,4910,70,540,540,0,0,0,0
2020-03-01,HT0152-03,9590,140,780,780,0,0,0,0
2020-03-01,HT0152-04,5060,60,450,450,0,0,0,0
2020-03-01,HT0152-05,1700,50,150,150,0,0,,0
2020-03-01,HT0211-01,74030,1000,11430,11520,-90,-850,-6.04,-1.13
2020-03-01,HT0211-02,2950,220,350,350,0,0,0,0
2020-03-01,HT0211-03,15190,330,3520,3390,130,530,1.18,3.59
2020-03-01,HT0211-04,6040,150,880,880,0,20,1.26,0.41
2020-03-01,HT0211-05,2800,170,300,300,0,0,,0
2020-03-01,HT0211-06,48520,970,7950,7750,200,-160,-0.57,-0.33
2020-03-01,HT0211-07,7910,180,1110,1100,10,-80,-2.27,-0.96
2020-03-01,HT0211-08,11970,520,1940,1870,70,-150,-1.1,-1.21
2020-03-01,HT0211-09,7180,230,1390,1410,-20,20,0.63,0.28
2020-03-01,HT0211-10,10710,290,1420,1410,10,60,3.09,0.57
2020-03-01,HT0211-11,24980,370,3340,3400,-50,-280,-3.54,-1.11
2020-03-01,HT0212-01,19070,740,3690,3650,40,340,4.39,1.79
2020-03-01,HT0212-02,6420,230,1280,1240,40,-100,-4.01,-1.48
2020-03-01,HT0212-03,17170,320,2370,2310,60,-220,-1.18,-1.24
2020-03-01,HT0212-04,17030,350,2910,2900,0,-110,-0.78,-0.65
2020-03-01,HT0212-05,14340,410,2880,2920,-30,-40,-0.67,-0.29
2020-03-01,HT0213-01,11770,750,1950,1960,-10,-170,-1.35,-1.4
2020-03-01,HT0213-02,15350,570,3040,3050,-20,-280,-1.01,-1.76
2020-03-01,HT0213-03,6240,390,750,740,10,-10,-1.66,-0.22
2020-03-01,HT0213-04,5910,280,980,990,-10,60,2.88,1.04
2020-03-01,HT0214-01,8130,220,950,930,20,30,0.66,0.37
2020-03-01,HT0214-02,5170,220,490,490,0,0,0,0
2020-03-01,HT0214-03,13360,550,1910,1920,-10,300,1.12,2.3
2020-03-01,HT0221-01,8820,210,1090,1090,0,0,0,0
2020-03-01,HT0221-02,7790,220,1350,1300,40,-40,-1.2,-0.52
2020-03-01,HT0221-03,3760,140,440,440,0,0,,0
2020-03-01,HT0221-04,4120,210,420,420,0,0,,0
2020-03-01,HT0221-05,13680,310,1780,1780,0,280,1.2,2.06
2020-03-01,HT0221-06,1420,150,140,140,0,0,,0
2020-03-01,HT0221-07,4040,230,450,450,0,0,,0
2020-03-01,HT0221-08,7120,250,1030,1000,20,50,0.41,0.71
2020-03-01,HT0221-09,15190,200,1420,1410,10,-270,-1.36,-1.74
2020-03-01,HT0222-01,17670,260,1900,1930,-30,160,4.35,0.91
2020-03-01,HT0222-02,8050,320,950,950,0,-10,-0.85,-0.11
2020-03-01,HT0222-03,2810,390,290,290,0,0,0,0
2020-03-01,HT0222-04,4050,330,460,460,0,0,0,0
2020-03-01,HT0222-05,3700,320,420,420,0,0,,0
2020-03-01,HT0222-06,14590,280,1780,1790,0,110,4.51,0.78
2020-03-01,HT0231-01,10550,160,1550,1550,0,-30,-1.52,-0.27
2020-03-01,HT0231-02,11100,180,1680,1680,0,-140,-0.67,-1.24
2020-03-01,HT0231-03,5520,200,740,740,0,0,0,0
2020-03-01,HT0231-04,9790,190,1470,1520,-50,-10,-0.81,-0.11
2020-03-01,HT0231-05,16860,300,2310,2340,-30,0,0,0.02
2020-03-01,HT0231-06,9220,170,1260,1260,0,-20,-1.08,-0.22
2020-03-01,HT0231-07,13150,200,1690,1720,-40,-30,-1.18,-0.22
2020-03-01,HT0232-01,17290,220,2330,2330,10,70,5.97,0.44
2020-03-01,HT0233-01,25690,490,3780,3770,10,70,0.13,0.26
2020-03-01,HT0233-02,9450,140,1140,1130,0,-10,-0.64,-0.07
2020-03-01,HT0234-01,15310,120,1930,1920,10,,,
2020-03-01,HT0311-01,19500,930,4370,4410,-40,540,5.4,2.82
2020-03-01,HT0311-02,141750,7430,26950,27360,-410,-3070,-4.21,-2.12
2020-03-01,HT0311-03,92160,6510,18640,18700,-60,-2550,-5.98,-2.69
2020-03-01,HT0312-01,14930,540,2950,2940,0,50,2.11,0.32
2020-03-01,HT0312-02,14150,440,2100,2080,20,80,1.97,0.6
2020-03-01,HT0313-01,16090,280,3860,3870,-10,,,
2020-03-01,HT0313-03,28980,850,5530,5470,70,-280,-0.88,-0.96
2020-03-01,HT0321-01,8910,340,1100,1100,0,,,
2020-03-01,HT0321-02,23330,640,4520,4390,120,-140,-0.84,-0.62
2020-03-01,HT0321-03,10510,300,1590,1570,10,20,0.64,0.17
2020-03-01,HT0322-01,13160,310,1890,1880,10,,,
2020-03-01,HT0322-02,17840,600,3210,3190,10,-130,-1.42,-0.72
2020-03-01,HT0322-03,9660,430,1570,1570,0,10,1.81,0.13
2020-03-01,HT0322-04,1250,210,180,180,0,0,,0
2020-03-01,HT0323-01,9040,320,1850,1850,10,90,2.84,0.95
2020-03-01,HT0323-02,14950,1090,3750,3710,30,140,7.77,0.93
2020-03-01,HT0323-03,8830,310,1750,1750,0,70,2.71,0.79
2020-03-01,HT0331-01,3960,200,530,530,0,0,0,0
2020-03-01,HT0331-02,3100,130,420,420,0,0,0,0
2020-03-01,HT0331-04,3090,170,410,410,0,0,0,0
2020-03-01,HT0331-05,6330,220,750,750,0,0,0,0
2020-03-01,HT0331-06,24990,1560,4750,4730,20,520,9.58,2.14
2020-03-01,HT0332-01,6260,220,970,970,0,0,,0
2020-03-01,HT0332-02,13560,360,2830,2940,-110,120,0.62,0.88
2020-03-01,HT0332-03,3110,240,410,410,0,0,0,0
2020-03-01,HT0341-01,4710,150,700,700,0,0,,0
2020-03-01,HT0341-02,3380,90,350,350,0,0,0,0
2020-03-01,HT0341-03,7120,240,1240,1230,0,-10,-0.55,-0.07
2020-03-01,HT0341-04,40690,480,8820,8600,210,1330,1.34,3.38
2020-03-01,HT0342-01,5240,240,760,760,0,0,0,0
2020-03-01,HT0342-02,3590,190,500,500,0,0,,0
2020-03-01,HT0342-03,6360,180,920,920,0,0,-0.75,-0.03
2020-03-01,HT0342-04,17830,710,3410,3360,60,300,3.93,1.69
2020-03-01,HT0342-05,2820,140,410,410,0,0,,0
2020-03-01,HT0343-01,13200,510,2450,2390,50,230,2.76,1.8
2020-03-01,HT0343-02,8680,280,1510,1490,10,10,2.64,0.08
2020-03-01,HT0343-03,5680,240,1000,1000,0,0,0,0
2020-03-01,HT0344-01,30710,500,4790,4740,50,-30,-0.29,-0.11
2020-03-01,HT0344-02,13380,160,2110,2210,-100,80,0.94,0.63
2020-03-01,HT0345-01,10040,330,2040,2050,-10,,,
2020-03-01,HT0351-01,11400,340,2160,2160,10,50,6.17,0.47
2020-03-01,HT0351-03,13720,450,2420,2410,0,,,
2020-03-01,HT0352-02,21310,2500,3610,3380,220,-20,0.29,-0.1
2020-03-01,HT0352-03,7350,280,1100,1120,-30,40,7.61,0.53
2020-03-01,HT0352-05,9060,320,1660,1630,20,-10,-2.15,-0.14
2020-03-01,HT0352-06,8130,310,970,970,0,0,0,0
2020-03-01,HT0361-01,2440,100,310,310,0,0,0,0
2020-03-01,HT0361-02,1710,80,230,230,0,0,0,0
2020-03-01,HT0361-03,9300,430,1430,1410,20,70,1.85,0.78
2020-03-01,HT0361-04,21220,1470,3430,3440,-10,-10,-0.2,-0.05
2020-03-01,HT0361-05,77290,7110,19410,19590,-190,580,0,0.75
2020-03-01,HT0362-01,2340,180,280,280,0,0,,0
2020-03-01,HT0362-02,18880,480,3420,3400,20,-150,-1.91,-0.79
2020-03-01,HT0371-01,7220,560,1150,1150,0,,,
2020-03-01,HT0371-05,6330,400,1020,1020,0,40,1.95,0.64
2020-03-01,HT0371-07,29500,2220,6050,6030,30,620,4.98,2.14
2020-03-01,HT0371-08,10540,440,1950,1950,0,40,1.91,0.39
2020-03-01,HT0372-01,20250,900,4250,4240,10,-60,-0.28,-0.29
2020-03-01,HT0372-02,4150,250,660,660,0,0,,0
2020-03-01,HT0372-03,6980,440,1390,1390,0,120,1.12,1.76
2020-03-01,HT0372-04,3140,360,520,520,0,0,,0
2020-03-01,HT0372-08,8630,370,1340,1260,90,-200,-3.59,-2.29
2020-03-01,HT0411-01,23070,270,1970,1970,0,10,0.21,0.04
2020-03-01,HT0411-02,3000,50,200,200,0,0,0,0
2020-03-01,HT0411-03,3140,40,170,170,0,0,0,0
2020-03-01,HT0412-01,14220,210,1050,1050,0,10,1.45,0.08
2020-03-01,HT0413-01,1900,120,120,120,0,0,0,0
2020-03-01,HT0413-02,9090,370,570,560,0,0,-0.11,-0.02
2020-03-01,HT0421-01,82900,1400,7040,6940,100,-70,-0.66,-0.08
2020-03-01,HT0421-02,4120,100,300,300,0,0,0,0
2020-03-01,HT0421-03,9170,200,660,660,0,0,,0
2020-03-01,HT0421-04,3670,110,160,160,0,0,0,0
2020-03-01,HT0421-05,3060,150,280,280,0,0,,0
2020-03-01,HT0422-01,10940,330,820,850,-30,-40,-0.61,-0.33
2020-03-01,HT0423-02,4440,110,290,290,0,0,,0
2020-03-01,HT0431-01,2050,150,170,170,0,0,0,0
2020-03-01,HT0431-02,7160,150,590,590,0,-50,-9.99,-0.63
2020-03-01,HT0431-03,38310,550,2560,2570,-10,-60,-0.73,-0.17
2020-03-01,HT0432-01,3010,200,200,200,0,0,0,0
2020-03-01,HT0432-02,2780,220,220,220,0,0,0,0
2020-03-01,HT0432-04,4120,380,300,300,0,0,,0
2020-03-01,HT0432-06,9290,250,840,840,0,,,
2020-03-01,HT0433-01,17780,150,1790,1800,-10,40,-0.26,0.21
2020-03-01,HT0433-02,12450,240,770,760,20,50,0.34,0.37
2020-03-01,HT0434-01,5930,190,460,460,0,0,,0
2020-03-01,HT0434-02,2390,50,150,150,0,0,0,0
2020-03-01,HT0441-01,10550,130,650,680,-30,-20,-1.37,-0.24
2020-03-01,HT0442-01,3640,150,250,250,0,0,0,0
2020-03-01,HT0442-02,10290,310,790,790,0,0,0,0
2020-03-01,HT0443-02,19230,150,1920,1910,10,-30,-2.24,-0.18
2020-03-01,HT0511-01,236980,2550,32660,33020,-360,-4800,-5.58,-1.99
2020-03-01,HT0511-02,112150,600,13680,13990,-310,460,1.05,0.41
2020-03-01,HT0511-03,22340,130,2240,2130,110,150,1.65,0.66
2020-03-01,HT0511-04,15070,290,1570,1590,-10,30,0.47,0.19
2020-03-01,HT0511-05,8660,130,840,840,0,10,0.99,0.11
2020-03-01,HT0512-01,17230,290,2140,2100,40,20,0.1,0.11
2020-03-01,HT0512-02,16820,350,1450,1460,0,10,-0.07,0.05
2020-03-01,HT0512-03,5110,90,390,390,0,0,0,0
2020-03-01,HT0512-04,12070,270,1470,1460,0,-80,-1.34,-0.68
2020-03-01,HT0513-01,30010,540,1900,1890,10,140,1.23,0.46
2020-03-01,HT0513-02,17440,150,2360,2210,160,-150,-0.96,-0.85
2020-03-01,HT0521-01,7910,240,800,790,10,90,2.72,1.14
2020-03-01,HT0521-02,14150,350,1120,1120,10,0,0.47,0.01
2020-03-01,HT0521-03,57480,1570,8940,8700,240,50,0.04,0.08
2020-03-01,HT0521-04,18130,460,1490,1500,-20,100,0.49,0.56
2020-03-01,HT0521-05,6010,190,600,600,0,0,0,0
2020-03-01,HT0521-06,24110,220,2290,2330,-30,50,1,0.19
2020-03-01,HT0521-07,14880,240,1140,1140,10,-80,-1.1,-0.51
2020-03-01,HT0521-08,18550,390,2030,2020,10,60,-0.17,0.33
2020-03-01,HT0522-01,11820,130,1440,1450,-10,-40,-2.3,-0.33
2020-03-01,HT0522-02,8830,180,500,500,0,0,0,0
2020-03-01,HT0522-03,10100,240,820,820,0,,,
2020-03-01,HT0523-01,11690,40,990,990,0,160,3.83,1.41
2020-03-01,HT0523-02,83650,540,15020,15540,-520,1680,1.36,2.05
2020-03-01,HT0531-01,22980,450,2070,2070,-10,90,0.32,0.39
2020-03-01,HT0531-02,64460,460,9340,9250,90,510,5.26,0.8
