date,pcod,presence,presence_perKm2,trips_in,trips_out,abnormality,presence_diffwithref,presence_pctchangewithref
2020-02-01,HT0934-04,13190,420,280,280,-0.66,-430,-3.15
2020-02-01,HT0934-05,25330,830,510,510,0.02,20,0.09
2020-02-01,HT0934-06,17940,560,440,440,-1.25,-1220,-6.38
2020-02-01,HT0934-07,17910,380,270,280,-0.6,-540,-2.93
2020-02-01,HT1011-01,56580,1120,5010,5200,-1.04,-8870,-13.55
2020-02-01,HT1011-02,7200,140,170,170,0.36,290,4.15
2020-02-01,HT1011-03,10030,220,610,590,-0.68,-950,-8.67
2020-02-01,HT1011-04,9950,450,430,450,-1.16,-1500,-13.08
2020-02-01,HT1012-01,8940,510,120,120,-0.31,-330,-3.57
2020-02-01,HT1012-03,7870,270,300,300,-1.39,-1460,-15.68
2020-02-01,HT1013-01,5910,280,320,320,-1.1,-920,-13.44
2020-02-01,HT1013-02,10170,390,490,510,-1.2,-1750,-14.67
2020-02-01,HT1021-01,9560,330,230,240,1.57,1490,18.43
2020-02-01,HT1021-02,22190,530,860,800,1.52,3570,19.16
2020-02-01,HT1021-03,11510,320,210,210,1.05,1260,12.29
2020-02-01,HT1022-01,7220,130,90,90,-0.94,-920,-11.28
2020-02-01,HT1022-02,14750,260,390,390,0.86,1310,9.72
2020-02-01,HT1022-03,8660,220,90,90,0.39,390,4.68
2020-02-01,HT1023-01,8400,340,100,100,-0.35,-340,-3.85
2020-02-01,HT1023-02,8550,150,110,110,-1.08,-1390,-13.94
2020-02-01,HT1023-03,18550,340,750,730,0.14,310,1.69
2020-02-01,HT1024-03,7180,340,80,80,0.67,570,8.6
2020-02-01,HT1025-01,20140,850,580,580,0.16,350,1.74
2020-02-01,HT1025-02,8280,220,370,360,-1.21,-1330,-13.88
2020-02-01,HT1025-03,8360,280,220,220,0.98,830,11
2020-02-01,HT1031-02,8430,220,180,200,-0.41,-440,-4.93
2020-02-01,HT1031-03,10950,340,290,300,0.86,970,9.71
2020-02-01,HT1031-05,10750,190,100,130,0.99,1130,11.69
2020-02-02,HT0111-01,480630,26170,156240,157690,-0.59,-64900,-11.9
2020-02-02,HT0111-02,73510,10620,21800,21740,0.01,110,0.15
2020-02-02,HT0111-03,237190,26470,73660,73190,-0.68,-36200,-13.24
2020-02-02,HT0112-01,381140,14620,103720,103210,0.07,5920,1.58
2020-02-02,HT0113-02,6160,480,1050,1060,1.11,1070,20.97
2020-02-02,HT0113-03,3110,300,480,530,0.04,20,0.79
2020-02-02,HT0113-04,4730,270,780,770,0.84,670,16.42
2020-02-02,HT0113-05,4720,370,350,370,-1.21,-600,-11.2
2020-02-02,HT0113-06,3130,220,230,230,-1.14,-390,-11.08
2020-02-02,HT0113-07,6100,630,1000,1000,0.39,420,7.42
2020-02-02,HT0113-08,5230,310,370,360,1.38,560,12.08
2020-02-02,HT0113-09,64830,11120,20500,20680,-0.83,-13260,-16.98
2020-02-02,HT0113-10,284940,23250,63450,64610,0.88,43290,17.91
2020-02-02,HT0113-11,147290,7200,42300,42500,-0.72,-25690,-14.85
2020-02-02,HT0113-12,4850,220,300,290,1.17,530,12.35
2020-02-02,HT0113-13,2080,370,270,260,-0.46,-200,-8.91
2020-02-02,HT0114-01,35430,2870,8870,9030,0.04,280,0.79
2020-02-02,HT0114-03,110260,3350,40780,40040,-1.12,-29050,-20.85
2020-02-02,HT0114-04,16840,500,3210,3230,0.81,2340,16.13
2020-02-02,HT0114-05,251570,7790,62430,63170,0.16,7930,3.26
2020-02-02,HT0115-01,35670,830,4480,4490,-1.17,-4690,-11.61
2020-02-02,HT0115-02,4320,110,470,460,-1.45,-630,-12.71
2020-02-02,HT0115-03,17140,380,2110,2150,-1.38,-2570,-13.02
2020-02-02,HT0115-04,3240,90,170,170,0.21,70,2.16
2020-02-02,HT0115-05,6450,150,450,460,1,520,8.75
2020-02-02,HT0116-01,5600,380,250,290,0.29,150,2.78
2020-02-02,HT0116-02,34510,990,2800,2750,1,3100,9.87
2020-02-02,HT0116-03,15280,380,1100,1100,0.96,1210,8.62
2020-02-02,HT0117-01,273240,16770,68080,68200,0.96,43610,18.99
2020-02-02,HT0117-02,41960,8240,11640,11550,-0.01,-80,-0.18
2020-02-02,HT0118-03,99330,6320,31460,31460,-0.7,-14890,-13.04
2020-02-02,HT0118-04,84060,6600,16880,17040,1.36,17680,26.63
2020-02-02,HT0121-01,168990,4170,15790,15920,0.86,11420,7.25
2020-02-02,HT0121-02,59480,1460,5270,5280,0.42,2340,4.1
2020-02-02,HT0121-03,16130,450,1130,1100,0.54,760,4.93
2020-02-02,HT0121-04,17130,630,1250,1250,0.17,270,1.6
2020-02-02,HT0121-05,7890,200,250,250,-0.66,-520,-6.18
2020-02-02,HT0122-01,29980,680,1580,1610,0.48,1260,4.39
2020-02-02,HT0122-11,246610,6390,20860,21050,0.36,7860,3.29
2020-02-02,HT0122-12,22660,620,1260,1220,1.02,1850,8.89
2020-02-02,HT0123-01,73520,1660,6100,6180,-0.36,-2640,-3.47
2020-02-02,HT0123-02,9220,150,570,550,-0.44,-420,-4.32
2020-02-02,HT0123-04,7960,260,320,310,1.66,1010,14.52
2020-02-02,HT0123-05,5810,220,180,160,0.38,190,3.42
2020-02-02,HT0123-06,4120,200,70,70,-1.21,-520,-11.17
2020-02-02,HT0123-07,50340,1110,4000,4030,-0.18,-830,-1.62
2020-02-02,HT0131-01,20760,500,5120,5130,-0.2,-820,-3.79
2020-02-02,HT0131-02,131590,2790,41020,41440,-1.09,-34630,-20.83
2020-02-02,HT0131-03,86380,3310,17460,17420,0.94,12960,17.66
2020-02-02,HT0131-04,10150,470,580,580,0.22,220,2.2
2020-02-02,HT0131-05,19970,470,1760,1750,-0.04,-80,-0.4
2020-02-02,HT0131-08,6340,60,280,280,0.01,10,0.12
2020-02-02,HT0131-09,10650,190,730,730,0.32,300,2.87
2020-02-02,HT0131-10,8010,70,570,590,0.84,570,7.74
2020-02-02,HT0132-01,33290,240,2340,2330,1.05,3080,10.18
2020-02-02,HT0132-04,34530,480,3560,3530,-0.88,-3220,-8.52
2020-02-02,HT0133-01,7880,280,290,290,0.4,290,3.79
2020-02-02,HT0133-02,6880,60,170,170,0.36,230,3.4
2020-02-02,HT0133-03,31420,180,2170,2090,-1.1,-3720,-10.59
2020-02-02,HT0133-04,6380,70,120,120,0.58,350,5.74
2020-02-02,HT0133-05,21920,280,1270,1290,0.33,650,3.05
2020-02-02,HT0134-01,12220,210,760,740,-0.02,-20,-0.18
2020-02-02,HT0134-02,13610,350,640,610,0.14,180,1.32
2020-02-02,HT0134-03,12190,230,480,500,0.48,510,4.33
2020-02-02,HT0134-04,11810,370,550,560,0.77,830,7.52
2020-02-02,HT0134-05,8030,180,280,270,0.61,480,6.29
2020-02-02,HT0135-01,47670,170,2840,2760,-0.29,-1350,-2.75
2020-02-02,HT0141-02,7820,80,570,570,0.61,430,5.79
2020-02-02,HT0141-03,135280,2900,13580,13630,0.72,8510,6.71
2020-02-02,HT0141-04,6330,80,330,290,-0.51,-300,-4.58
2020-02-02,HT0141-05,6850,70,530,510,-0.99,-740,-9.7
2020-02-02,HT0141-06,6770,80,350,350,0.64,390,6.15
2020-02-02,HT0142-01,99590,2470,12750,12770,-0.91,-9630,-8.82
2020-02-02,HT0142-02,2610,170,90,120,-1.04,-300,-10.31
2020-02-02,HT0142-03,4460,120,270,270,0.82,300,7.32
2020-02-02,HT0142-04,4840,40,290,300,0.68,300,6.56
2020-02-02,HT0151-02,247820,3680,14280,14280,-0.97,-24000,-8.83
2020-02-02,HT0152-03,8800,130,230,230,-0.82,-790,-8.21
2020-02-02,HT0211-01,72130,970,8440,8420,-0.3,-2760,-3.68
2020-02-02,HT0211-02,2660,200,150,150,-0.87,-290,-9.86
2020-02-02,HT0211-03,15000,330,1410,1390,0.22,340,2.29
2020-02-02,HT0211-04,6050,150,540,510,0.05,40,0.61
2020-02-02,HT0211-05,2450,150,150,150,-1.2,-340,-12.32
2020-02-02,HT0211-06,49390,990,4900,4690,0.12,710,1.46
2020-02-02,HT0211-07,7310,160,710,720,-0.81,-680,-8.53
2020-02-02,HT0211-08,13450,580,970,950,0.97,1330,11.01
2020-02-02,HT0211-09,6750,210,610,610,-0.54,-400,-5.61
2020-02-02,HT0211-10,10180,280,890,900,-0.4,-470,-4.43
2020-02-02,HT0211-11,22460,330,2080,2150,-1.06,-2800,-11.08
2020-02-02,HT0212-01,16880,660,1970,1950,-0.98,-1860,-9.91
2020-02-02,HT0212-02,7200,260,720,720,1.03,690,10.54
2020-02-02,HT0212-03,14980,280,1960,1930,-1.25,-2410,-13.86
2020-02-02,HT0212-04,15460,320,1760,1770,-0.91,-1680,-9.78
2020-02-02,HT0212-05,13380,380,1430,1370,-0.68,-1000,-6.93
2020-02-02,HT0213-01,12880,820,1000,1000,0.68,950,7.98
2020-02-02,HT0213-02,15540,580,1570,1590,-0.05,-90,-0.55
2020-02-02,HT0213-03,5870,370,400,400,-0.62,-380,-6.13
2020-02-02,HT0213-04,5850,270,550,540,0,0,-0.04
2020-02-02,HT0214-01,8920,240,570,570,0.97,820,10.11
2020-02-02,HT0214-02,5610,240,200,180,0.77,440,8.57
2020-02-02,HT0214-03,14160,580,930,890,0.72,1100,8.46
2020-02-02,HT0221-01,9800,240,430,410,1.06,980,11.13
2020-02-02,HT0221-02,7760,220,560,560,-0.07,-70,-0.83
2020-02-02,HT0221-04,3800,190,70,70,-0.72,-320,-7.83
2020-02-02,HT0221-05,13210,300,850,830,-0.13,-190,-1.42
2020-02-02,HT0221-07,4070,230,100,90,0.08,30,0.77
2020-02-02,HT0221-08,6670,230,430,420,-0.53,-400,-5.7
2020-02-02,HT0221-09,14450,190,960,980,-0.62,-1000,-6.48
2020-02-02,HT0222-01,19000,280,1010,980,0.81,1490,8.52
2020-02-02,HT0222-02,7890,310,330,330,-0.2,-170,-2.12
2020-02-02,HT0222-04,3910,320,90,90,-0.32,-130,-3.31
2020-02-02,HT0222-06,15160,290,600,650,0.43,680,4.71
2020-02-02,HT0231-01,11820,170,880,880,1.06,1250,11.8
2020-02-02,HT0231-02,10260,170,950,920,-0.88,-980,-8.69
2020-02-02,HT0231-03,5740,200,260,260,0.36,230,4.09
2020-02-02,HT0231-04,8760,170,740,730,-0.87,-1050,-10.68
2020-02-02,HT0231-05,15340,280,1130,1150,-0.88,-1520,-9.03
2020-02-02,HT0231-06,10360,190,440,460,1.19,1120,12.07
2020-02-02,HT0231-07,13450,200,690,700,0.21,280,2.12
2020-02-02,HT0232-01,14990,190,980,970,-1.25,-2220,-12.91
2020-02-02,HT0233-01,25620,490,1350,1360,0,-10,-0.04
2020-02-02,HT0233-02,9580,140,450,440,0.12,120,1.25
2020-02-02,HT0234-01,13800,110,740,730,-0.87,-1530,-9.96
2020-02-02,HT0311-01,16300,780,1920,1970,-1.08,-2670,-14.06
2020-02-02,HT0311-02,145060,7600,21560,21200,0.01,230,0.16
2020-02-02,HT0311-03,99850,7050,13290,12750,0.38,5140,5.43
2020-02-02,HT0312-01,13480,490,1090,1100,-0.61,-1400,-9.41
2020-02-02,HT0312-02,15480,480,1050,1060,0.72,1410,10.04
2020-02-02,HT0313-01,17470,300,1350,1370,0.65,1450,9.06
2020-02-02,HT0313-02,11640,290,570,600,0.89,1240,11.93
2020-02-02,HT0313-03,36500,1070,2690,2660,1.74,7240,24.75
2020-02-02,HT0321-01,10170,390,630,630,0.92,1250,14.07
2020-02-02,HT0321-02,25800,710,2270,2160,0.75,2320,9.88
2020-02-02,HT0321-03,12010,350,1000,1000,1.1,1520,14.48
2020-02-02,HT0322-01,13810,320,1180,1150,0.34,650,4.92
2020-02-02,HT0322-02,18800,630,1750,1740,0.32,830,4.64
2020-02-02,HT0322-03,9250,410,640,640,-0.28,-400,-4.19
2020-02-02,HT0323-01,9970,360,770,830,0.8,1020,11.34
2020-02-02,HT0323-02,12850,940,1480,1510,-0.94,-1970,-13.3
2020-02-02,HT0323-03,8500,300,820,800,-0.24,-270,-3.03
2020-02-02,HT0331-01,4190,210,150,160,0.46,220,5.67
2020-02-02,HT0331-05,6070,210,370,380,-0.3,-260,-4.17
2020-02-02,HT0331-06,26040,1630,2470,2420,0.5,1570,6.4
2020-02-02,HT0332-01,6500,230,210,200,0.27,240,3.77
2020-02-02,HT0332-02,12510,330,1250,1270,-0.49,-930,-6.92
2020-02-02,HT0341-01,5340,170,200,180,1.03,630,13.27
2020-02-02,HT0341-02,3130,80,70,80,-0.53,-250,-7.38
2020-02-02,HT0341-03,7860,260,540,560,0.76,740,10.36
2020-02-02,HT0341-04,37610,450,4840,4930,-0.3,-1750,-4.44
2020-02-02,HT0342-01,5200,240,280,250,-0.06,-40,-0.8
2020-02-02,HT0342-02,3320,170,120,120,-0.56,-280,-7.65
2020-02-02,HT0342-03,6470,190,410,410,0.12,110,1.73
2020-02-02,HT0342-04,17010,670,1720,1740,-0.21,-520,-2.98
2020-02-02,HT0343-01,10560,410,1230,1220,-1.25,-2400,-18.51
2020-02-02,HT0343-02,9330,300,840,800,0.52,660,7.65
2020-02-02,HT0343-03,6810,290,210,210,1.42,1130,19.83
2020-02-02,HT0344-01,25750,420,3250,3290,-1.08,-5000,-16.26
2020-02-02,HT0344-02,14370,170,1200,1250,0.65,1080,8.11
2020-02-02,HT0345-01,8320,270,850,850,-1.27,-1730,-17.22
2020-02-02,HT0351-01,10510,320,920,940,-0.48,-840,-7.41
2020-02-02,HT0351-03,12030,400,1030,1060,-0.83,-1640,-11.98
2020-02-02,HT0351-07,17650,440,1430,1450,0.23,520,3.05
2020-02-02,HT0352-02,24100,2830,2140,2120,0.95,2770,13.01
2020-02-02,HT0352-03,6710,260,680,640,-0.58,-600,-8.22
2020-02-02,HT0352-05,7560,260,970,980,-1.21,-1510,-16.65
2020-02-02,HT0352-06,8320,320,460,500,0.15,180,2.27
2020-02-02,HT0361-03,10330,470,970,1000,0.85,1100,11.92
2020-02-02,HT0361-04,18420,1280,2200,2270,-0.9,-2800,-13.21
2020-02-02,HT0361-05,72660,6680,10590,10390,-0.38,-4060,-5.29
2020-02-02,HT0362-02,20320,520,1680,1750,0.43,1290,6.77
2020-02-02,HT0371-01,8240,640,570,590,1.02,1010,13.97
2020-02-02,HT0371-05,5520,350,380,350,-0.86,-770,-12.22
2020-02-02,HT0371-07,30450,2290,3370,3380,0.36,1570,5.43
2020-02-02,HT0371-08,12300,510,1170,1210,1.19,1800,17.1
2020-02-02,HT0372-01,23490,1050,2090,2050,1.19,3170,15.62
2020-02-02,HT0372-02,3610,210,120,120,-0.91,-540,-12.93
2020-02-02,HT0372-03,5630,360,740,740,-1.3,-1230,-17.88
2020-02-02,HT0372-04,3600,420,70,70,1.06,470,14.85
2020-02-02,HT0372-08,9150,390,1000,1020,0.24,320,3.62
2020-02-02,HT0411-01,24630,290,680,690,0.96,1570,6.8
2020-02-02,HT0412-01,14370,210,280,280,0.18,160,1.13
2020-02-02,HT0413-02,8310,340,320,330,-1.16,-780,-8.54
2020-02-02,HT0421-01,89580,1510,3890,3840,1.1,6610,7.97
2020-02-02,HT0421-03,8310,180,130,130,-1.34,-860,-9.34
2020-02-02,HT0422-01,10820,320,280,280,-0.2,-160,-1.41
2020-02-02,HT0423-01,16470,270,370,360,-0.02,-20,-0.11
2020-02-02,HT0431-02,7740,160,320,330,1.06,540,7.47
2020-02-02,HT0431-03,34580,500,1830,1890,-1.42,-3790,-9.89
2020-02-02,HT0432-06,9080,250,380,380,-0.39,-250,-2.68
2020-02-02,HT0433-01,19290,160,620,630,1.25,1550,8.72
2020-02-02,HT0433-02,11940,230,460,490,-0.49,-460,-3.73
2020-02-02,HT0441-01,9710,120,380,390,-1.14,-870,-8.19
2020-02-02,HT0442-02,11560,350,170,180,1.72,1280,12.4
2020-02-02,HT0443-01,13830,200,530,510,-0.15,-140,-0.99
2020-02-02,HT0443-02,19190,150,600,600,-0.05,-70,-0.36
2020-02-02,HT0511-01,246820,2660,20960,20880,0.26,5040,2.09
2020-02-02,HT0511-02,107210,570,9090,9130,-0.52,-4490,-4.02
2020-02-02,HT0511-03,24710,140,1370,1320,1.5,2520,11.35
2020-02-02,HT0511-04,14270,270,1040,990,-0.62,-770,-5.13
2020-02-02,HT0511-05,8850,130,470,460,0.28,200,2.27
2020-02-02,HT0512-01,17080,280,1140,1150,-0.09,-130,-0.77
2020-02-02,HT0512-02,18030,380,1110,1140,0.84,1220,7.26
2020-02-02,HT0512-03,5170,90,90,100,0.15,60,1.22
2020-02-02,HT0512-04,11410,250,760,780,-0.81,-740,-6.08
2020-02-02,HT0513-01,31520,570,1820,1820,0.7,1640,5.5
2020-02-02,HT0513-02,18340,150,1230,1240,0.55,750,4.27
2020-02-02,HT0521-01,7780,240,460,480,-0.06,-40,-0.5
2020-02-02,HT0521-02,14020,350,700,710,-0.1,-130,-0.94
2020-02-02,HT0521-03,57580,1570,4300,4300,0.03,140,0.24
2020-02-02,HT0521-04,16920,430,1130,1130,-0.74,-1110,-6.16
2020-02-02,HT0521-05,6580,210,110,120,1.17,570,9.4
2020-02-02,HT0521-06,26470,250,1390,1340,1.24,2410,10.03
2020-02-02,HT0521-07,14640,240,770,750,-0.25,-320,-2.11
2020-02-02,HT0521-08,16610,350,1130,1140,-1.34,-1870,-10.13
2020-02-02,HT0522-01,10730,120,670,660,-1.22,-1130,-9.54
2020-02-02,HT0522-02,8470,170,340,340,-0.58,-360,-4.12
2020-02-02,HT0522-03,9570,230,410,400,-0.62,-470,-4.67
2020-02-02,HT0523-01,11820,40,420,410,0.36,300,2.56
2020-02-02,HT0523-02,72300,460,5220,5150,-1.61,-9670,-11.79
2020-02-02,HT0531-01,20310,400,1350,1350,-1.38,-2590,-11.3
2020-02-02,HT0531-02,62570,440,4370,4380,-0.25,-1380,-2.15
2020-02-02,HT0531-03,11950,250,710,720,0.74,670,5.94
2020-02-02,HT0531-04,16390,170,1050,1050,0.03,40,0.22
2020-02-02,HT0531-05,67990,360,4680,4670,1.29,5950,9.58
2020-02-02,HT0531-06,113420,3550,9320,9180,0.17,1610,1.44
2020-02-02,HT0532-01,41800,1240,3170,3150,-0.2,-680,-1.6
2020-02-02,HT0532-02,28840,470,1850,1870,0.99,2110,7.89
2020-02-02,HT0532-03,12520,400,870,870,-0.99,-1100,-8.07
2020-02-02,HT0532-04,28930,270,2290,2170,-0.87,-2060,-6.65
2020-02-02,HT0532-05,24070,320,1880,1830,-1.18,-2240,-8.51
2020-02-02,HT0532-06,12120,300,660,670,-0.38,-370,-2.97
2020-02-02,HT0533-01,20950,250,1490,1520,0.24,400,1.95
2020-02-02,HT0533-02,11250,180,770,770,-0.63,-640,-5.35
2020-02-02,HT0541-01,28790,760,2010,2080,0.31,710,2.54
2020-02-02,HT0541-02,27980,450,2170,2130,-1.29,-3070,-9.89
2020-02-02,HT0541-03,72940,640,6070,6110,-0.01,-70,-0.1
2020-02-02,HT0541-04,24440,250,1430,1420,1.33,2580,11.82
2020-02-02,HT0541-05,12630,280,680,660,0.67,660,5.51
2020-02-02,HT0542-01,38620,810,3180,3130,-0.58,-1860,-4.6
2020-02-02,HT0542-02,13300,400,900,880,-0.19,-220,-1.64
2020-02-02,HT0542-03,68250,1060,5930,5870,-0.05,-310,-0.45
2020-02-02,HT0542-04,25550,180,1750,1730,0.46,1020,4.18
2020-02-02,HT0542-05,15730,130,1020,1010,-0.06,-70,-0.47
2020-02-02,HT0542-06,17330,180,1130,1140,0.67,950,5.81
2020-02-02,HT0543-01,21720,430,1500,1510,-1.06,-2120,-8.88
2020-02-02,HT0544-01,36810,370,2830,2850,-0.91,-2920,-7.34
2020-02-02,HT0551-01,28680,370,2130,2200,-0.89,-2070,-6.74
2020-02-02,HT0551-03,25880,680,1730,1720,-0.46,-1040,-3.86
2020-02-02,HT0551-04,15580,230,1020,1030,-1.1,-1480,-8.69
2020-02-02,HT0551-05,10020,220,460,470,0.14,110,1.08
2020-02-02,HT0551-06,15960,150,920,910,0.85,1010,6.77
2020-02-02,HT0551-07,17210,180,1180,1170,-1.29,-2170,-11.21
2020-02-02,HT0551-08,28540,230,1560,1520,1.26,2630,10.16
2020-02-02,HT0552-01,17080,390,940,940,-0.61,-820,-4.56
2020-02-02,HT0552-03,8510,270,600,610,-0.91,-610,-6.72
2020-02-02,HT0611-01,65680,370,3900,3890,0.97,4070,6.6
2020-02-02,HT0611-02,16420,150,620,630,-0.21,-230,-1.38
2020-02-02,HT0611-03,22280,180,830,800,-0.65,-950,-4.08
2020-02-02,HT0611-04,21630,130,920,930,-0.82,-1270,-5.53
2020-02-02,HT0612-01,36350,340,2010,1980,0.39,940,2.65
2020-02-02,HT0612-02,8620,130,400,390,-1.04,-610,-6.61
2020-02-02,HT0612-03,14590,120,600,600,0.54,500,3.55
2020-02-02,HT0613-01,26180,230,1080,1150,0.61,940,3.71
2020-02-02,HT0613-02,14480,200,500,490,0.11,100,0.72
2020-02-02,HT0613-03,6410,100,190,190,-0.23,-100,-1.55
2020-02-02,HT0613-04,16150,150,610,630,-0.14,-140,-0.89
2020-02-02,HT0614-01,23490,150,860,870,0.31,510,2.2
2020-02-02,HT0621-01,42320,600,2180,2190,0.5,1390,3.39
2020-02-02,HT0621-02,6890,70,140,140,-0.14,-70,-0.94
2020-02-02,HT0621-03,11940,140,560,540,0.33,260,2.24
2020-02-02,HT0621-04,77930,1050,5030,5050,-0.08,-380,-0.48
2020-02-02,HT0622-01,13110,280,710,730,-1.24,-1070,-7.52
2020-02-02,HT0622-02,10650,180,500,500,0.41,280,2.67
2020-02-02,HT0622-03,8980,250,530,540,0.53,330,3.8
2020-02-02,HT0623-01,9080,100,430,430,-0.65,-450,-4.69
2020-02-02,HT0623-02,21060,180,1140,1110,-0.69,-980,-4.46
2020-02-02,HT0623-03,24450,170,1090,1120,0.79,1290,5.56
2020-02-02,HT0631-01,15780,230,570,540,1.64,1450,10.08
2020-02-02,HT0631-02,32670,420,1340,1340,1.03,1990,6.49
2020-02-02,HT0632-01,46840,350,1960,1820,-0.79,-2480,-5.04
2020-02-02,HT0632-02,18170,180,660,660,0.33,380,2.11
2020-02-02,HT0632-03,16920,250,660,650,-0.99,-1190,-6.56
2020-02-02,HT0633-01,9430,180,360,360,1.46,760,8.71
2020-02-02,HT0633-02,26880,230,890,910,0.78,1260,4.9
2020-02-02,HT0641-01,20670,140,310,320,0.52,730,3.67
2020-02-02,HT0641-02,25710,210,720,690,1.15,1800,7.51
2020-02-02,HT0641-03,11340,130,230,230,-1.04,-820,-6.78
2020-02-02,HT0642-01,37660,320,1670,1670,-0.07,-170,-0.44
2020-02-02,HT0642-02,28510,230,880,900,0.68,1310,4.81
2020-02-02,HT0711-01,76070,1440,5470,5470,0.34,3270,4.5
2020-02-02,HT0711-02,8470,210,290,300,0.57,610,7.74
2020-02-02,HT0711-03,10490,290,470,480,-0.42,-640,-5.72
2020-02-02,HT0711-04,35860,1470,2600,2580,-1.04,-5520,-13.35
2020-02-02,HT0711-05,8410,290,160,160,0.77,790,10.4
2020-02-02,HT0711-06,9540,270,300,300,0.94,1010,11.89
2020-02-02,HT0712-01,24190,570,1370,1450,-0.89,-3440,-12.43
2020-02-02,HT0712-02,17470,360,860,890,-0.05,-130,-0.74
2020-02-02,HT0712-03,20470,380,750,690,0.73,1960,10.57
2020-02-02,HT0713-01,7830,320,90,80,1.05,1040,15.39
2020-02-02,HT0713-02,17270,540,630,630,0.97,2010,13.19
2020-02-02,HT0713-03,11580,120,290,290,0.77,1060,10.06
2020-02-02,HT0714-01,14290,530,530,530,0.17,330,2.36
2020-02-02,HT0714-02,15380,230,650,680,-1.38,-3550,-18.74
2020-02-02,HT0714-03,9880,310,80,70,-0.04,-60,-0.57
2020-02-02,HT0715-01,7910,260,160,160,-0.71,-860,-9.75
2020-02-02,HT0715-03,9100,160,90,90,0.33,380,4.4
2020-02-02,HT0716-01,13790,300,340,310,-0.32,-660,-4.54
2020-02-02,HT0721-01,10650,240,550,570,-1.4,-2430,-18.57
2020-02-02,HT0722-01,10800,430,450,450,0.95,1300,13.67
2020-02-02,HT0722-02,7500,350,70,90,0.91,880,13.24
2020-02-02,HT0722-03,9300,410,280,270,1.02,1230,15.19
2020-02-02,HT0723-02,17770,540,630,610,1.35,2960,20.02
2020-02-02,HT0723-03,8540,960,450,450,-1.15,-1710,-16.67
2020-02-02,HT0731-01,8850,110,320,300,0.35,410,4.86
2020-02-02,HT0731-02,18090,450,660,650,0.54,1290,7.68
2020-02-02,HT0731-03,16130,400,410,400,0.86,1680,11.65
2020-02-02,HT0731-04,5980,40,80,80,-0.35,-330,-5.18
2020-02-02,HT0731-05,8430,330,170,180,0.88,900,11.9
2020-02-02,HT0731-06,14310,210,640,640,-1.17,-2610,-15.41
2020-02-02,HT0731-07,9810,80,660,670,-1.18,-1700,-14.8
2020-02-02,HT0731-08,7560,260,110,110,0.33,330,4.61
2020-02-02,HT0731-09,7930,160,390,370,-0.07,-80,-0.96
2020-02-02,HT0731-10,8620,210,350,350,-0.67,-850,-9.01
2020-02-02,HT0732-02,18460,640,720,670,0.71,1670,9.96
2020-02-02,HT0732-03,11510,440,410,430,-0.05,-80,-0.71
2020-02-02,HT0732-04,9390,390,100,100,1.49,1580,20.18
2020-02-02,HT0732-06,5670,240,150,150,-1.12,-1030,-15.41
2020-02-02,HT0733-01,13470,240,490,460,-0.89,-2040,-13.13
2020-02-02,HT0733-02,14710,260,430,410,0.82,1400,10.52
2020-02-02,HT0742-01,10640,480,310,310,-0.47,-810,-7.06
2020-02-02,HT0743-01,10860,400,510,500,-0.99,-1580,-12.71
2020-02-02,HT0751-01,9960,190,120,120,0.88,1040,11.71
2020-02-02,HT0751-03,7830,410,80,60,-0.79,-970,-11.02
2020-02-02,HT0752-03,21700,420,500,470,0.87,2350,12.14
2020-02-02,HT0811-01,7460,230,110,120,0.46,290,4.05
2020-02-02,HT0811-02,13210,250,240,270,-0.36,-410,-2.98
2020-02-02,HT0811-03,23590,180,450,450,0.94,1660,7.57
2020-02-02,HT0811-05,12080,300,290,290,-0.65,-610,-4.78
2020-02-02,HT0811-06,14670,330,270,290,0.4,470,3.3
2020-02-02,HT0811-07,7870,270,200,190,0.14,100,1.28
2020-02-02,HT0811-08,26220,1010,540,510,1.09,2200,9.16
2020-02-02,HT0811-09,24910,750,460,460,0.56,1060,4.46
2020-02-02,HT0812-04,9020,320,150,160,-1.01,-830,-8.42
2020-02-02,HT0814-01,13590,620,320,310,-0.49,-560,-3.93
2020-02-02,HT0814-03,10080,210,170,170,-0.46,-390,-3.7
2020-02-02,HT0815-01,12190,430,190,180,-0.52,-550,-4.3
2020-02-02,HT0815-02,11410,250,240,220,-1.21,-1410,-10.99
2020-02-02,HT0821-01,13530,1030,190,190,-0.93,-1180,-8.05
2020-02-02,HT0822-03,14920,880,110,110,1.17,1430,10.57
2020-02-02,HT0823-01,12730,190,110,80,0.36,350,2.86
2020-02-02,HT0831-01,9670,190,140,150,-0.89,-690,-6.63
2020-02-02,HT0832-02,11900,130,280,280,-0.18,-190,-1.54
2020-02-02,HT0832-03,8550,280,140,140,0.99,650,8.21
2020-02-02,HT0832-04,7820,200,150,140,0.06,40,0.47
2020-02-02,HT0833-01,18050,190,270,290,-0.43,-610,-3.29
2020-02-02,HT0834-02,20940,560,390,380,0.27,460,2.22
2020-02-02,HT0834-04,10200,120,130,130,-0.36,-310,-2.98
2020-02-02,HT0911-01,62000,3800,2630,2600,0.31,1050,1.72
2020-02-02,HT0911-02,9580,480,360,370,-0.95,-550,-5.43
2020-02-02,HT0911-03,101790,4760,4990,4860,-0.37,-2010,-1.94
2020-02-02,HT0911-04,28500,280,800,790,-0.36,-540,-1.86
2020-02-02,HT0911-05,16020,130,330,340,-0.05,-40,-0.24
