date,pcod_from,pcod_to,relocations,relocations_diffwithref,abnormality,relocations_pctchangewithref
2020-02-01,HT0323-01,HT0131-02,60,10,0.31,19.34
2020-02-01,HT0323-01,HT0311-02,80,-70,-0.5,-33.48
2020-02-01,HT0323-01,HT0311-03,130,110,2.66,98.67
2020-02-01,HT0323-02,HT0111-01,380,180,3.55,72.64
2020-02-01,HT0323-02,HT0111-03,70,-50,-1.07,-40.06
2020-02-01,HT0323-02,HT0112-01,120,-60,-0.68,-28.82
2020-02-01,HT0323-02,HT0113-10,60,-50,-0.67,-43.65
2020-02-01,HT0323-02,HT0113-11,80,10,0.34,11.83
2020-02-01,HT0323-02,HT0114-03,80,30,1.29,59.36
2020-02-01,HT0323-02,HT0114-05,200,90,1.26,76.17
2020-02-01,HT0323-02,HT0117-01,140,50,1.38,43.88
2020-02-01,HT0323-02,HT0131-02,110,20,0.23,24.24
2020-02-01,HT0323-02,HT0311-02,130,-90,-0.39,-30.24
2020-02-01,HT0323-02,HT0311-03,220,190,2.74,105.95
2020-02-01,HT0323-03,HT0111-01,260,110,2.55,57.95
2020-02-01,HT0323-03,HT0112-01,80,-50,-0.98,-33.68
2020-02-01,HT0323-03,HT0114-03,60,20,0.94,49.07
2020-02-01,HT0323-03,HT0114-05,130,50,0.92,61.31
2020-02-01,HT0323-03,HT0117-01,100,30,1.04,34.84
2020-02-01,HT0323-03,HT0131-02,70,10,0.16,15.18
2020-02-01,HT0323-03,HT0311-02,140,-120,-0.48,-34.99
2020-02-01,HT0323-03,HT0311-03,240,190,2.21,90.95
2020-02-01,HT0331-01,HT0111-01,60,30,2.76,64.67
2020-02-01,HT0331-04,HT0111-01,60,30,2.52,65.63
2020-02-01,HT0331-05,HT0111-01,110,50,2.46,67.09
2020-02-01,HT0331-05,HT0114-05,60,20,1.29,71.26
2020-02-01,HT0331-06,HT0111-01,470,230,2.93,74.99
2020-02-01,HT0331-06,HT0111-03,80,-60,-0.95,-38.48
2020-02-01,HT0331-06,HT0112-01,150,-60,-0.72,-25.1
2020-02-01,HT0331-06,HT0113-09,60,30,3.09,89.83
2020-02-01,HT0331-06,HT0113-10,70,-50,-0.59,-40.49
2020-02-01,HT0331-06,HT0113-11,90,20,0.47,19.27
2020-02-01,HT0331-06,HT0114-03,100,40,1.46,61.98
2020-02-01,HT0331-06,HT0114-05,250,110,1.07,71.91
2020-02-01,HT0331-06,HT0117-01,180,60,1.66,49.76
2020-02-01,HT0331-06,HT0118-03,60,0,-0.22,-1.32
2020-02-01,HT0331-06,HT0131-02,140,20,0.34,25.9
2020-02-01,HT0331-06,HT0311-02,120,-80,-0.36,-29.38
2020-02-01,HT0331-06,HT0311-03,260,230,3.12,111.98
2020-02-01,HT0331-06,HT0341-04,60,10,0.48,15.97
2020-02-01,HT0332-01,HT0111-01,90,40,2.83,71.57
2020-02-01,HT0332-02,HT0111-01,380,180,3.51,70.38
2020-02-01,HT0332-02,HT0111-03,70,-50,-0.93,-40.37
2020-02-01,HT0332-02,HT0112-01,120,-60,-0.72,-29.48
2020-02-01,HT0332-02,HT0113-10,60,-40,-0.76,-41.6
2020-02-01,HT0332-02,HT0113-11,70,10,0.32,9.59
2020-02-01,HT0332-02,HT0114-03,80,40,1.31,60.77
2020-02-01,HT0332-02,HT0114-05,210,100,1.34,78.13
2020-02-01,HT0332-02,HT0117-01,140,40,1.23,39.54
2020-02-01,HT0332-02,HT0131-02,120,20,0.41,28.02
2020-02-01,HT0332-02,HT0311-02,60,-40,-0.38,-30.29
2020-02-01,HT0332-02,HT0311-03,120,110,2.66,109.7
2020-02-01,HT0341-01,HT0111-01,90,40,2.54,70.42
2020-02-01,HT0341-02,HT0111-01,60,30,2.51,67.48
2020-02-01,HT0341-03,HT0111-01,230,110,3.03,75.5
2020-02-01,HT0341-03,HT0112-01,70,-30,-0.77,-26.17
2020-02-01,HT0341-03,HT0114-05,120,60,1.27,77.81
2020-02-01,HT0341-03,HT0117-01,80,30,1.67,50.58
2020-02-01,HT0341-03,HT0131-02,70,10,0.78,29.31
2020-02-01,HT0341-03,HT0311-03,70,60,3.07,112.97
2020-02-01,HT0341-04,HT0111-01,790,360,3.01,66.89
2020-02-01,HT0341-04,HT0111-03,140,-110,-1.05,-40.82
2020-02-01,HT0341-04,HT0112-01,260,-130,-0.82,-30.75
2020-02-01,HT0341-04,HT0113-09,110,60,3.05,91.93
2020-02-01,HT0341-04,HT0113-10,120,-100,-0.74,-43.23
2020-02-01,HT0341-04,HT0113-11,150,10,0.33,8.81
2020-02-01,HT0341-04,HT0114-03,170,70,1.2,53.58
2020-02-01,HT0341-04,HT0114-05,420,190,1.2,71.3
2020-02-01,HT0341-04,HT0117-01,300,90,1.06,37.01
2020-02-01,HT0341-04,HT0118-03,110,-10,-0.41,-9.08
2020-02-01,HT0341-04,HT0118-04,60,0,-0.16,-5.73
2020-02-01,HT0341-04,HT0131-02,250,40,0.45,21.44
2020-02-01,HT0341-04,HT0131-03,70,-20,-1.14,-18.97
2020-02-01,HT0341-04,HT0311-02,110,-90,-0.4,-33.17
2020-02-01,HT0341-04,HT0311-03,220,190,2.54,104.18
2020-02-01,HT0341-04,HT0611-01,80,140,4.78,143.83
2020-02-01,HT0342-01,HT0111-01,100,50,3.55,77
2020-02-01,HT0342-02,HT0111-01,70,30,3.37,70.8
2020-02-01,HT0342-03,HT0111-01,170,80,3.04,73.23
2020-02-01,HT0342-03,HT0114-05,80,40,1.23,74.99
2020-02-01,HT0342-03,HT0117-01,60,20,1.36,44.46
2020-02-01,HT0342-04,HT0111-01,320,130,2.49,58.91
2020-02-01,HT0342-04,HT0111-03,60,-60,-1.11,-45.63
2020-02-01,HT0342-04,HT0112-01,100,-60,-0.8,-34.68
2020-02-01,HT0342-04,HT0113-11,70,0,0.17,3.4
2020-02-01,HT0342-04,HT0114-03,70,20,0.95,46.19
2020-02-01,HT0342-04,HT0114-05,160,70,0.89,63.58
2020-02-01,HT0342-04,HT0117-01,120,30,1.32,34.33
2020-02-01,HT0342-04,HT0131-02,90,10,0,12.76
2020-02-01,HT0342-04,HT0311-02,70,-60,-0.39,-36.22
2020-02-01,HT0342-04,HT0311-03,100,90,2.75,99.24
2020-02-01,HT0343-01,HT0111-01,360,160,2.64,66.09
2020-02-01,HT0343-01,HT0111-03,60,-50,-1.12,-42.23
2020-02-01,HT0343-01,HT0112-01,120,-60,-1.05,-31.08
2020-02-01,HT0343-01,HT0113-11,70,10,0.37,9.55
2020-02-01,HT0343-01,HT0114-03,80,30,1.32,51.3
2020-02-01,HT0343-01,HT0114-05,200,90,1.19,73.47
2020-02-01,HT0343-01,HT0117-01,130,40,1,39.43
2020-02-01,HT0343-01,HT0131-02,110,20,0.36,20.96
2020-02-01,HT0343-01,HT0311-03,100,90,3.1,110.16
2020-02-01,HT0343-01,HT0344-01,100,20,0.86,19.8
2020-02-01,HT0343-01,HT0611-01,60,100,3.52,133.54
2020-02-01,HT0343-02,HT0111-01,440,200,2.82,66.99
2020-02-01,HT0343-02,HT0111-03,80,-60,-1.15,-40.9
2020-02-01,HT0343-02,HT0112-01,140,-70,-0.77,-30.48
2020-02-01,HT0343-02,HT0113-09,60,30,2.69,97.97
2020-02-01,HT0343-02,HT0113-10,70,-50,-0.76,-41.66
2020-02-01,HT0343-02,HT0113-11,80,10,0.44,7.84
2020-02-01,HT0343-02,HT0114-03,100,40,1.49,57.97
2020-02-01,HT0343-02,HT0114-05,240,110,1.18,72.95
2020-02-01,HT0343-02,HT0117-01,160,50,1.1,40.33
2020-02-01,HT0343-02,HT0118-03,60,-10,-0.29,-8.14
2020-02-01,HT0343-02,HT0131-02,140,20,0.48,26.23
2020-02-01,HT0343-02,HT0311-03,110,100,2.55,106.36
2020-02-01,HT0343-02,HT0344-01,60,20,0.86,19.31
2020-02-01,HT0343-02,HT0611-01,60,110,3.4,137.28
2020-02-01,HT0343-03,HT0111-01,90,40,2.32,65.84
2020-02-01,HT0344-01,HT0111-01,540,240,2.44,65.08
2020-02-01,HT0344-01,HT0111-03,90,-80,-1.38,-41.26
2020-02-01,HT0344-01,HT0112-01,180,-90,-0.55,-31.61
2020-02-01,HT0344-01,HT0113-09,70,40,2.74,93.01
2020-02-01,HT0344-01,HT0113-10,80,-70,-0.6,-44.6
2020-02-01,HT0344-01,HT0113-11,100,10,0.4,7.01
2020-02-01,HT0344-01,HT0114-03,120,50,1.48,62.76
2020-02-01,HT0344-01,HT0114-05,300,140,1.18,76.24
2020-02-01,HT0344-01,HT0117-01,200,60,0.79,36.42
2020-02-01,HT0344-01,HT0118-03,70,-10,-0.37,-7.24
2020-02-01,HT0344-01,HT0131-02,170,20,0.61,19.19
2020-02-01,HT0344-01,HT0311-02,70,-40,-0.29,-29.14
2020-02-01,HT0344-01,HT0311-03,140,120,2.57,100.76
2020-02-01,HT0344-01,HT0343-01,60,20,0.46,15.85
2020-02-01,HT0344-01,HT0611-01,90,160,3.82,138.57
2020-02-01,HT0344-02,HT0111-01,330,150,2.83,64.25
2020-02-01,HT0344-02,HT0111-03,60,-50,-1.01,-43.52
2020-02-01,HT0344-02,HT0112-01,110,-60,-0.62,-30.85
2020-02-01,HT0344-02,HT0113-11,60,0,0.21,7.54
2020-02-01,HT0344-02,HT0114-03,70,30,1.13,54.05
2020-02-01,HT0344-02,HT0114-05,180,80,1.14,72.24
2020-02-01,HT0344-02,HT0117-01,120,30,0.95,34.38
2020-02-01,HT0344-02,HT0131-02,110,10,0.11,18.67
2020-02-01,HT0344-02,HT0311-03,80,70,2.74,103.14
2020-02-01,HT0344-02,HT0611-01,60,100,3.32,125.89
2020-02-01,HT0345-01,HT0111-01,320,130,2.34,56.58
2020-02-01,HT0345-01,HT0111-03,60,-50,-1.32,-43.81
2020-02-01,HT0345-01,HT0112-01,110,-50,-0.96,-29.9
2020-02-01,HT0345-01,HT0113-11,60,10,0.23,10.44
2020-02-01,HT0345-01,HT0114-03,70,30,1.18,54.9
2020-02-01,HT0345-01,HT0114-05,180,70,0.99,61.69
2020-02-01,HT0345-01,HT0117-01,120,30,1.19,35.56
2020-02-01,HT0345-01,HT0131-02,100,10,0.31,17.64
2020-02-01,HT0345-01,HT0311-03,70,60,2.37,96.03
2020-02-01,HT0351-01,HT0111-01,220,100,2.51,61.24
2020-02-01,HT0351-01,HT0112-01,70,-30,-1.12,-30.43
2020-02-01,HT0351-01,HT0114-05,100,40,0.93,62.04
2020-02-01,HT0351-01,HT0117-01,80,30,1.32,38.22
2020-02-01,HT0351-01,HT0131-02,60,10,0.35,21.7
2020-02-01,HT0351-03,HT0111-01,200,90,3.02,64.58
2020-02-01,HT0351-03,HT0112-01,60,-30,-0.87,-31.28
2020-02-01,HT0351-03,HT0114-05,90,40,1.03,69.11
2020-02-01,HT0351-03,HT0117-01,70,20,1.28,36.94
2020-02-01,HT0351-07,HT0111-01,280,140,3.36,80.21
2020-02-01,HT0351-07,HT0112-01,90,-30,-0.81,-26.18
2020-02-01,HT0351-07,HT0113-11,70,10,0.41,18
2020-02-01,HT0351-07,HT0114-03,60,30,1.4,64.48
2020-02-01,HT0351-07,HT0114-05,130,70,1.39,86.71
2020-02-01,HT0351-07,HT0117-01,110,40,1.29,49.67
2020-02-01,HT0351-07,HT0131-02,70,10,0.65,31.03
2020-02-01,HT0352-02,HT0111-01,340,150,2.56,64.12
2020-02-01,HT0352-02,HT0111-03,60,-50,-1.17,-41.48
2020-02-01,HT0352-02,HT0112-01,110,-50,-0.84,-29.04
2020-02-01,HT0352-02,HT0113-10,60,-50,-0.79,-44.49
2020-02-01,HT0352-02,HT0113-11,80,10,0.3,7.28
2020-02-01,HT0352-02,HT0114-03,70,30,1.31,54.13
2020-02-01,HT0352-02,HT0114-05,160,70,1.13,70.38
2020-02-01,HT0352-02,HT0117-01,130,40,0.93,36.67
2020-02-01,HT0352-02,HT0131-02,90,10,0.28,17.3
2020-02-01,HT0352-02,HT0311-03,70,60,2.61,96.93
2020-02-01,HT0352-02,HT0361-05,120,-90,-1.07,-35.06
2020-02-01,HT0352-03,HT0111-01,280,120,3.09,63.29
2020-02-01,HT0352-03,HT0112-01,90,-50,-0.85,-33.24
2020-02-01,HT0352-03,HT0113-11,60,0,0.17,4.14
2020-02-01,HT0352-03,HT0114-03,60,20,1.05,51.78
2020-02-01,HT0352-03,HT0114-05,130,60,1.01,67.57
2020-02-01,HT0352-03,HT0117-01,100,30,1.36,37.7
2020-02-01,HT0352-03,HT0131-02,70,10,0.26,17.61
2020-02-01,HT0352-05,HT0111-01,440,210,3.68,77.89
2020-02-01,HT0352-05,HT0111-03,80,-60,-0.88,-40.26
2020-02-01,HT0352-05,HT0112-01,140,-60,-0.6,-28.65
2020-02-01,HT0352-05,HT0113-09,60,40,3.39,106.48
2020-02-01,HT0352-05,HT0113-10,70,-50,-0.6,-39.38
2020-02-01,HT0352-05,HT0113-11,100,10,0.51,12.65
2020-02-01,HT0352-05,HT0114-03,100,40,1.72,70.31
2020-02-01,HT0352-05,HT0114-05,210,100,1.31,84.2
2020-02-01,HT0352-05,HT0117-01,160,60,1.43,50.6
2020-02-01,HT0352-05,HT0131-02,110,20,0.54,30.9
2020-02-01,HT0352-05,HT0311-03,90,80,3.1,121.58
2020-02-01,HT0352-05,HT0352-02,60,-20,-0.57,-16.7
2020-02-01,HT0352-05,HT0361-05,110,-70,-0.66,-29.85
2020-02-01,HT0352-06,HT0111-01,130,50,2.26,59.74
2020-02-01,HT0352-06,HT0114-05,60,20,0.83,57.53
2020-02-01,HT0361-03,HT0111-01,320,150,2.84,69.53
2020-02-01,HT0361-03,HT0111-03,60,-40,-1.14,-39.47
2020-02-01,HT0361-03,HT0112-01,100,-40,-0.7,-25.87
2020-02-01,HT0361-03,HT0113-11,70,10,0.43,14.37
2020-02-01,HT0361-03,HT0114-03,70,30,1.61,67.6
2020-02-01,HT0361-03,HT0114-05,150,70,1.19,78.36
2020-02-01,HT0361-03,HT0117-01,120,40,1.31,46.5
2020-02-01,HT0361-03,HT0131-02,80,10,0.42,23.33
2020-02-01,HT0361-03,HT0311-03,60,50,2.63,107.6
2020-02-01,HT0361-03,HT0361-05,110,-70,-0.77,-31.31
2020-02-01,HT0361-04,HT0111-01,400,190,3.98,72.47
2020-02-01,HT0361-04,HT0111-03,70,-50,-1.04,-39.12
2020-02-01,HT0361-04,HT0112-01,120,-60,-0.75,-28.57
2020-02-01,HT0361-04,HT0113-09,60,30,3.23,98.11
2020-02-01,HT0361-04,HT0113-10,70,-50,-0.66,-41.5
2020-02-01,HT0361-04,HT0113-11,90,10,0.31,13.17
2020-02-01,HT0361-04,HT0114-03,90,40,1.24,58
2020-02-01,HT0361-04,HT0114-05,190,90,1.28,77.59
2020-02-01,HT0361-04,HT0117-01,150,50,1.31,44.68
2020-02-01,HT0361-04,HT0131-02,110,20,0.59,28.8
2020-02-01,HT0361-04,HT0311-03,90,70,2.37,109.2
2020-02-01,HT0361-04,HT0361-05,80,-50,-0.97,-30.41
2020-02-01,HT0361-05,HT0111-01,1340,620,2.95,70.09
2020-02-01,HT0361-05,HT0111-02,80,-40,-0.47,-27.16
2020-02-01,HT0361-05,HT0111-03,240,-200,-1.07,-41.14
2020-02-01,HT0361-05,HT0112-01,420,-190,-0.8,-29.04
2020-02-01,HT0361-05,HT0113-09,200,110,3.07,94.18
2020-02-01,HT0361-05,HT0113-10,230,-180,-0.73,-42.55
2020-02-01,HT0361-05,HT0113-11,300,30,0.26,11.76
2020-02-01,HT0361-05,HT0114-01,60,0,-0.33,5.11
2020-02-01,HT0361-05,HT0114-03,300,120,1.02,56.81
2020-02-01,HT0361-05,HT0114-05,640,280,1.12,72.75
2020-02-01,HT0361-05,HT0117-01,500,160,1.33,41.64
2020-02-01,HT0361-05,HT0117-02,70,0,0.26,-1.03
2020-02-01,HT0361-05,HT0118-03,170,-10,-0.26,-5.87
2020-02-01,HT0361-05,HT0118-04,90,0,0,-5.19
2020-02-01,HT0361-05,HT0121-01,90,-30,-0.29,-13.58
2020-02-01,HT0361-05,HT0122-11,100,-70,-0.82,-23.06
2020-02-01,HT0361-05,HT0131-02,350,50,0.44,19.55
2020-02-01,HT0361-05,HT0131-03,90,-20,-1.58,-16.11
2020-02-01,HT0361-05,HT0141-03,90,-60,-1.59,-26.68
2020-02-01,HT0361-05,HT0142-01,100,0,-0.17,1.3
2020-02-01,HT0361-05,HT0151-02,100,-10,-0.86,-35.06
2020-02-01,HT0361-05,HT0211-01,60,10,0.46,8.3
2020-02-01,HT0361-05,HT0311-02,170,-130,-0.34,-32.36
2020-02-01,HT0361-05,HT0311-03,270,240,2.75,108.5
2020-02-01,HT0361-05,HT0321-02,60,10,0.32,13.68
2020-02-01,HT0361-05,HT0341-04,70,10,0.34,11.98
2020-02-01,HT0361-05,HT0351-01,60,60,5.94,116.23
2020-02-01,HT0361-05,HT0352-02,130,-50,-0.48,-20.6
2020-02-01,HT0361-05,HT0352-05,80,110,2.33,52.13
2020-02-01,HT0361-05,HT0352-06,80,60,2.01,90.09
2020-02-01,HT0361-05,HT0361-04,190,120,1.94,68.88
2020-02-01,HT0361-05,HT0362-02,90,-10,-0.09,-8.73
2020-02-01,HT0361-05,HT0371-07,90,-30,-0.33,-17.4
2020-02-01,HT0361-05,HT0372-01,60,20,1.34,30.87
2020-02-01,HT0361-05,HT0511-01,150,-130,-0.31,-24.63
2020-02-01,HT0361-05,HT0511-02,140,140,1.42,62.09
2020-02-01,HT0361-05,HT0541-03,70,-30,-0.1,-11.58
2020-02-01,HT0361-05,HT0542-03,70,20,0.26,10.61
2020-02-01,HT0361-05,HT0552-01,70,80,5.64,111.16
2020-02-01,HT0361-05,HT0611-01,80,140,4.99,145.54
2020-02-01,HT0361-05,HT0711-01,60,40,4.3,88.55
2020-02-01,HT0362-02,HT0111-01,330,160,3.1,75.1
2020-02-01,HT0362-02,HT0111-03,60,-50,-0.9,-39.52
2020-02-01,HT0362-02,HT0112-01,100,-40,-0.89,-25.96
2020-02-01,HT0362-02,HT0113-11,70,10,0.48,16.54
2020-02-01,HT0362-02,HT0114-03,70,30,1.45,66.54
2020-02-01,HT0362-02,HT0114-05,160,70,1.28,79.86
2020-02-01,HT0362-02,HT0117-01,120,40,1.49,48.53
2020-02-01,HT0362-02,HT0131-02,90,20,0.5,26.49
2020-02-01,HT0362-02,HT0311-03,80,70,3.16,121.97
2020-02-01,HT0362-02,HT0361-05,70,-50,-0.78,-30.15
2020-02-01,HT0371-01,HT0111-01,170,80,2.85,74.95
2020-02-01,HT0371-01,HT0114-05,80,30,1.2,73.19
2020-02-01,HT0371-01,HT0117-01,60,20,1.43,47.47
2020-02-01,HT0371-05,HT0111-01,140,60,2.53,56.91
2020-02-01,HT0371-05,HT0114-05,60,30,0.96,62.45
2020-02-01,HT0371-07,HT0111-01,530,250,3.07,75.55
2020-02-01,HT0371-07,HT0111-03,100,-80,-0.92,-40.41
2020-02-01,HT0371-07,HT0112-01,160,-60,-0.71,-26.17
2020-02-01,HT0371-07,HT0113-09,80,40,3.16,93.56
2020-02-01,HT0371-07,HT0113-10,90,-70,-0.54,-43.03
2020-02-01,HT0371-07,HT0113-11,120,20,0.46,15.29
2020-02-01,HT0371-07,HT0114-03,110,50,1.34,57.26
2020-02-01,HT0371-07,HT0114-05,240,110,1.16,75.49
2020-02-01,HT0371-07,HT0117-01,200,70,1.46,45.54
2020-02-01,HT0371-07,HT0118-03,60,0,-0.14,-2.78
2020-02-01,HT0371-07,HT0131-02,130,20,0.47,24.92
2020-02-01,HT0371-07,HT0311-03,90,80,2.84,110.54
2020-02-01,HT0371-07,HT0361-05,80,-50,-0.74,-30.86
2020-02-01,HT0371-07,HT0511-01,70,-50,-0.31,-20.98
2020-02-01,HT0371-07,HT0511-02,70,70,1.89,73.2
2020-02-01,HT0371-08,HT0111-01,420,200,2.64,73.54
2020-02-01,HT0371-08,HT0111-03,80,-60,-0.92,-39.35
2020-02-01,HT0371-08,HT0112-01,130,-60,-0.63,-28.95
2020-02-01,HT0371-08,HT0113-09,60,40,2.86,103.53
2020-02-01,HT0371-08,HT0113-10,70,-40,-0.68,-36.58
2020-02-01,HT0371-08,HT0113-11,100,10,0.47,12.47
2020-02-01,HT0371-08,HT0114-03,90,40,1.35,59.47
2020-02-01,HT0371-08,HT0114-05,190,90,1.32,78.66
2020-02-01,HT0371-08,HT0117-01,160,60,1.52,49.11
2020-02-01,HT0371-08,HT0131-02,110,20,0.91,34.85
2020-02-01,HT0371-08,HT0311-03,70,60,3.1,121.45
2020-02-01,HT0371-08,HT0361-05,60,-30,-0.83,-27.23
2020-02-01,HT0371-08,HT0371-07,80,-10,-0.07,-12.11
2020-02-01,HT0372-01,HT0111-01,320,140,3.09,61.92
2020-02-01,HT0372-01,HT0111-03,60,-50,-1.3,-42.78
2020-02-01,HT0372-01,HT0112-01,100,-50,-0.73,-32.08
2020-02-01,HT0372-01,HT0113-10,60,-50,-0.72,-45.39
2020-02-01,HT0372-01,HT0113-11,80,0,0.27,3.18
2020-02-01,HT0372-01,HT0114-03,70,30,1.13,50.22
2020-02-01,HT0372-01,HT0114-05,150,60,1.07,66.95
2020-02-01,HT0372-01,HT0117-01,120,40,1.1,38.65
2020-02-01,HT0372-01,HT0131-02,80,10,0.22,17.03
2020-02-01,HT0372-01,HT0511-01,60,-60,-0.41,-24.79
2020-02-01,HT0372-02,HT0111-01,70,30,4.14,74.79
2020-02-01,HT0372-03,HT0111-01,390,170,2.67,64
2020-02-01,HT0372-03,HT0111-03,70,-60,-1.32,-41.68
2020-02-01,HT0372-03,HT0112-01,120,-60,-0.7,-31.47
2020-02-01,HT0372-03,HT0113-09,60,30,2.58,87.35
2020-02-01,HT0372-03,HT0113-10,70,-60,-0.66,-44.17
2020-02-01,HT0372-03,HT0113-11,90,10,0.34,9.89
2020-02-01,HT0372-03,HT0114-03,90,30,1.23,51.88
2020-02-01,HT0372-03,HT0114-05,180,80,1.01,66.73
2020-02-01,HT0372-03,HT0117-01,150,50,1.17,41.29
2020-02-01,HT0372-03,HT0131-02,100,20,0.35,23.33
2020-02-01,HT0372-03,HT0311-03,60,50,2.25,95.53
2020-02-01,HT0372-03,HT0511-01,90,-80,-0.46,-23.43
2020-02-01,HT0372-03,HT0511-02,80,80,1.59,65.03
2020-02-01,HT0372-08,HT0111-01,410,180,2.9,61.76
2020-02-01,HT0372-08,HT0111-03,80,-60,-1.08,-41.82
2020-02-01,HT0372-08,HT0112-01,130,-70,-0.74,-32.95
2020-02-01,HT0372-08,HT0113-09,60,30,2.84,87.04
2020-02-01,HT0372-08,HT0113-10,70,-60,-0.67,-42.13
2020-02-01,HT0372-08,HT0113-11,100,10,0.38,6.34
2020-02-01,HT0372-08,HT0114-03,90,40,1.43,57.63
2020-02-01,HT0372-08,HT0114-05,190,80,0.99,68.92
2020-02-01,HT0372-08,HT0117-01,160,50,1.41,44.77
2020-02-01,HT0372-08,HT0131-02,110,20,0.24,24.68
2020-02-01,HT0372-08,HT0311-03,70,60,2.64,105.74
2020-02-01,HT0372-08,HT0361-05,60,-40,-1.06,-32.61
2020-02-01,HT0372-08,HT0371-07,60,-20,-0.49,-15.29
2020-02-01,HT0372-08,HT0511-01,60,-50,-0.42,-23.43
2020-02-01,HT0372-08,HT0511-02,60,60,1.4,64.36
2020-02-01,HT0411-01,HT0111-01,250,110,2.18,66.85
2020-02-01,HT0411-01,HT0112-01,80,-40,-0.86,-31.03
2020-02-01,HT0411-01,HT0114-03,60,20,1.01,51.9
2020-02-01,HT0411-01,HT0114-05,140,60,1.14,70.78
2020-02-01,HT0411-01,HT0117-01,90,30,1.31,40.45
2020-02-01,HT0411-01,HT0131-02,70,10,0.04,13.19
2020-02-01,HT0412-01,HT0111-01,130,60,2.38,65.19
2020-02-01,HT0412-01,HT0114-05,70,30,1.1,68.85
2020-02-01,HT0413-02,HT0111-01,250,120,3.58,74.44
2020-02-01,HT0413-02,HT0112-01,80,-30,-0.77,-26.18
2020-02-01,HT0413-02,HT0114-05,140,60,1.11,74.55
2020-02-01,HT0413-02,HT0117-01,90,30,1.88,50.03
2020-02-01,HT0413-02,HT0131-02,70,10,0.38,25.98
2020-02-01,HT0413-02,HT0311-03,60,50,3.16,121.98
2020-02-01,HT0421-01,HT0111-01,860,400,2.7,68.85
2020-02-01,HT0421-01,HT0111-03,150,-130,-1.09,-41.67
2020-02-01,HT0421-01,HT0112-01,280,-130,-0.95,-29.5
2020-02-01,HT0421-01,HT0113-09,120,70,2.64,96.4
2020-02-01,HT0421-01,HT0113-10,130,-100,-0.6,-40.73
2020-02-01,HT0421-01,HT0113-11,170,20,0.39,11.09
2020-02-01,HT0421-01,HT0114-03,190,80,1.55,64.85
2020-02-01,HT0421-01,HT0114-05,470,210,1.18,74.12
2020-02-01,HT0421-01,HT0117-01,310,110,1.43,45.87
2020-02-01,HT0421-01,HT0118-03,110,-10,-0.21,-6.05
2020-02-01,HT0421-01,HT0118-04,70,0,0,-1.17
2020-02-01,HT0421-01,HT0122-11,60,-30,-0.55,-18.91
2020-02-01,HT0421-01,HT0131-02,250,40,0.36,21.98
2020-02-01,HT0421-01,HT0131-03,70,-20,-0.84,-20.07
2020-02-01,HT0421-01,HT0151-02,60,-10,-0.8,-33.27
2020-02-01,HT0421-01,HT0311-02,90,-60,-0.46,-29.56
2020-02-01,HT0421-01,HT0311-03,170,150,3.2,112.03
2020-02-01,HT0421-01,HT0412-01,100,130,3.62,117.67
2020-02-01,HT0421-01,HT0511-02,60,60,1.68,68.85
2020-02-01,HT0421-01,HT0611-01,80,140,3.88,140.21
2020-02-01,HT0421-03,HT0111-01,90,40,2.83,71.3
2020-02-01,HT0422-01,HT0111-01,220,100,2.55,67.85
2020-02-01,HT0422-01,HT0112-01,70,-40,-0.81,-30.8
2020-02-01,HT0422-01,HT0114-05,120,60,1.2,76.86
2020-02-01,HT0422-01,HT0117-01,80,30,1.14,41.45
2020-02-01,HT0422-01,HT0131-02,60,10,0.38,18.6
2020-02-01,HT0423-01,HT0111-01,180,90,2.75,69.65
2020-02-01,HT0423-01,HT0112-01,60,-30,-0.85,-30.24
2020-02-01,HT0423-01,HT0114-05,100,50,1.28,77.49
2020-02-01,HT0423-01,HT0117-01,70,20,1.18,42.83
2020-02-01,HT0431-02,HT0111-01,340,140,2.63,54.6
2020-02-01,HT0431-02,HT0111-03,60,-60,-1.39,-44.96
2020-02-01,HT0431-02,HT0112-01,110,-60,-0.97,-34.16
2020-02-01,HT0431-02,HT0113-11,70,0,0.15,2.7
2020-02-01,HT0431-02,HT0114-03,70,20,0.84,40.91
2020-02-01,HT0431-02,HT0114-05,180,70,0.85,55.23
2020-02-01,HT0431-02,HT0117-01,120,30,0.73,29.44
2020-02-01,HT0431-02,HT0131-02,100,10,0.11,12.34
2020-02-01,HT0431-02,HT0311-03,90,70,2.15,84.83
2020-02-01,HT0431-03,HT0111-01,560,250,2.77,66.06
2020-02-01,HT0431-03,HT0111-03,100,-80,-1.6,-41.52
2020-02-01,HT0431-03,HT0112-01,180,-90,-0.77,-30.75
2020-02-01,HT0431-03,HT0113-09,80,40,2.63,90.98
2020-02-01,HT0431-03,HT0113-10,80,-80,-0.59,-46.01
2020-02-01,HT0431-03,HT0113-11,110,10,0.29,9.71
2020-02-01,HT0431-03,HT0114-03,120,40,0.95,48.26
2020-02-01,HT0431-03,HT0114-05,300,130,1.06,65.29
2020-02-01,HT0431-03,HT0117-01,200,60,0.87,35.03
2020-02-01,HT0431-03,HT0118-03,70,-10,-0.39,-11.82
2020-02-01,HT0431-03,HT0131-02,170,20,0.33,20.13
2020-02-01,HT0431-03,HT0311-02,80,-70,-0.54,-34.63
2020-02-01,HT0431-03,HT0311-03,170,130,2.26,90.57
